#1
double data(2920, 2)
0;0.0
10800;174.9
21600;408.8
32400;313.2
43200;107.8
54000;787.1
64800;962.0
75600;364.1
86400;0.0
97200;0.0
108000;0.0
118800;217.6
129600;557.3
140400;160.7
151200;366.1
162000;419.0
172800;0.0
183600;0.0
194400;421.0
205200;327.5
216000;595.9
226800;663.0
237600;272.5
248400;26.4
259200;0.0
270000;0.0
280800;14.2
291600;691.5
302400;394.6
313200;947.8
324000;205.4
334800;67.1
345600;26.4
356400;0.0
367200;107.8
378000;134.2
388800;610.2
399600;502.4
410400;449.5
421200;488.1
432000;0.0
442800;0.0
453600;693.6
464400;626.4
475200;282.7
486000;1004.7
496800;164.7
507600;229.8
518400;0.0
529200;0.0
540000;0.0
550800;624.4
561600;760.7
572400;296.9
583200;475.9
594000;150.5
604800;0.0
615600;229.8
626400;555.3
637200;813.6
648000;419.0
658800;1450.2
669600;512.5
680400;54.9
691200;0.0
702000;0.0
712800;0.0
723600;191.2
734400;459.7
745200;598.0
756000;1181.7
766800;203.4
777600;0.0
788400;0.0
799200;502.4
810000;516.6
820800;445.4
831600;337.6
842400;516.6
853200;176.9
864000;0.0
874800;0.0
885600;461.7
896400;595.9
907200;579.7
918000;244.1
928800;419.0
939600;162.7
950400;0.0
961200;0.0
972000;81.4
982800;907.1
993600;406.8
1004400;1114.6
1015200;2456.9
1026000;610.2
1036800;0.0
1047600;0.0
1058400;471.9
1069200;1885.4
1080000;502.4
1090800;392.5
1101600;461.7
1112400;217.6
1123200;0.0
1134000;0.0
1144800;0.0
1155600;3443.4
1166400;423.0
1177200;703.7
1188000;880.7
1198800;272.5
1209600;0.0
1220400;28.5
1231200;392.5
1242000;392.5
1252800;543.0
1263600;1069.8
1274400;598.0
1285200;246.1
1296000;0.0
1306800;0.0
1317600;0.0
1328400;136.3
1339200;431.2
1350000;1151.2
1360800;663.0
1371600;368.1
1382400;0.0
1393200;0.0
1404000;174.9
1414800;1560.0
1425600;246.1
1436400;744.4
1447200;772.9
1458000;26.4
1468800;0.0
1479600;0.0
1490400;189.2
1501200;840.0
1512000;502.4
1522800;1206.1
1533600;718.0
1544400;514.6
1555200;40.7
1566000;0.0
1576800;256.3
1587600;107.8
1598400;337.6
1609200;146.4
1620000;636.6
1630800;650.8
1641600;0.0
1652400;0.0
1663200;447.5
1674000;461.7
1684800;718.0
1695600;433.2
1706400;854.2
1717200;827.8
1728000;0.0
1738800;0.0
1749600;26.4
1760400;421.0
1771200;366.1
1782000;351.9
1792800;215.6
1803600;541.0
1814400;0.0
1825200;433.2
1836000;894.9
1846800;299.0
1857600;772.9
1868400;433.2
1879200;380.3
1890000;54.9
1900800;0.0
1911600;0.0
1922400;0.0
1933200;490.2
1944000;541.0
1954800;992.5
1965600;1586.4
1976400;296.9
1987200;0.0
1998000;0.0
2008800;366.1
2019600;488.1
2030400;378.3
2041200;431.2
2052000;1043.4
2062800;148.5
2073600;0.0
2084400;0.0
2095200;150.5
2106000;473.9
2116800;679.3
2127600;518.6
2138400;868.5
2149200;40.7
2160000;14.2
2170800;0.0
2181600;95.6
2192400;691.5
2203200;813.6
2214000;366.1
2224800;612.2
2235600;473.9
2246400;0.0
2257200;0.0
2268000;311.2
2278800;758.6
2289600;284.7
2300400;408.8
2311200;189.2
2322000;840.0
2332800;0.0
2343600;0.0
2354400;0.0
2365200;541.0
2376000;433.2
2386800;854.2
2397600;813.6
2408400;282.7
2419200;0.0
2430000;162.7
2440800;339.7
2451600;406.8
2462400;294.9
2473200;921.4
2484000;608.1
2494800;203.4
2505600;0.0
2516400;0.0
2527200;0.0
2538000;40.7
2548800;571.5
2559600;1261.0
2570400;2904.4
2581200;176.9
2592000;0.0
2602800;0.0
2613600;189.2
2624400;571.5
2635200;892.9
2646000;475.9
2656800;270.5
2667600;148.5
2678400;0.0
2689200;0.0
2700000;14.2
2710800;838.0
2721600;498.3
2732400;461.7
2743200;543.0
2754000;557.3
2764800;14.2
2775600;0.0
2786400;351.9
2797200;327.5
2808000;406.8
2818800;447.5
2829600;543.0
2840400;543.0
2851200;0.0
2862000;0.0
2872800;288.8
2883600;610.2
2894400;461.7
2905200;148.5
2916000;665.1
2926800;339.7
2937600;0.0
2948400;0.0
2959200;26.4
2970000;2591.2
2980800;394.6
2991600;504.4
3002400;677.3
3013200;962.0
3024000;0.0
3034800;258.3
3045600;1004.7
3056400;311.2
3067200;380.3
3078000;624.4
3088800;2550.5
3099600;353.9
3110400;0.0
3121200;0.0
3132000;0.0
3142800;176.9
3153600;638.6
3164400;581.7
3175200;636.6
3186000;447.5
3196800;0.0
3207600;0.0
3218400;148.5
3229200;339.7
3240000;772.9
3250800;296.9
3261600;150.5
3272400;124.1
3283200;0.0
3294000;0.0
3304800;217.6
3315600;595.9
3326400;620.3
3337200;555.3
3348000;624.4
3358800;284.7
3369600;0.0
3380400;0.0
3391200;2196.6
3402000;581.7
3412800;378.3
3423600;107.8
3434400;2696.9
3445200;54.9
3456000;0.0
3466800;0.0
3477600;231.9
3488400;461.7
3499200;1236.6
3510000;1139.0
3520800;2465.1
3531600;203.4
3542400;0.0
3553200;0.0
3564000;0.0
3574800;435.3
3585600;760.7
3596400;313.2
3607200;488.1
3618000;543.0
3628800;0.0
3639600;244.1
3650400;419.0
3661200;663.0
