#1
double data(8760,4)
#Time [s], Belpex electricity price [Euro/MWh], Dynamic consumer price [Euro/MWh], Dynamic injection price [Euro/MWh]
6793200, 45.129996, 141.462396, 27.476396
6796800, 49.259988, 145.674988, 31.523788
6800400, 54.370008, 150.887208, 36.531608
6804000, 77.230008, 174.204408, 58.934408
6807600, 98.600004, 196.001804, 79.877004
6811200, 128.959992, 226.968992, 109.629792
6814800, 110.000016, 207.629816, 91.049016
6818400, 89.060004, 186.271004, 70.527804
6822000, 81.730008, 178.794408, 63.344408
6825600, 76.100004, 173.051804, 57.827004
6829200, 76.010004, 172.960004, 57.738804
6832800, 70.440012, 167.278612, 52.280212
6836400, 65.760012, 162.505012, 47.693812
6840000, 58.809996, 155.415996, 40.882796
6843600, 60.000012, 156.629812, 42.049012
6847200, 66.769992, 163.535192, 48.683592
6850800, 93.300012, 190.595812, 74.683012
6854400, 103.150008, 200.642808, 84.336008
6858000, 98.920008, 196.328208, 80.190608
6861600, 70.840008, 167.686608, 52.672208
6865200, 61.750008, 158.414808, 43.764008
6868800, 57.179988, 153.753388, 39.285388
6872400, 62.480016, 159.159416, 44.479416
6876000, 65.490012, 162.229612, 47.429212
6879600, 59.090004, 155.701604, 41.157204
6883200, 64.080000, 160.791400, 46.047400
6886800, 71.269992, 168.125192, 53.093592
6890400, 97.859988, 195.246988, 79.151788
6894000, 144.849996, 243.176796, 125.201996
6897600, 141.559992, 239.820992, 121.977792
6901200, 115.149996, 212.882796, 96.095996
6904800, 99.380016, 196.797416, 80.641416
6908400, 82.900008, 179.987808, 64.491008
6912000, 78.919992, 175.928192, 60.590592
6915600, 70.430004, 167.268404, 52.270404
6919200, 69.999984, 166.829784, 51.848984
6922800, 64.720008, 161.444208, 46.674608
6926400, 54.560016, 151.081016, 36.717816
6930000, 45.860004, 142.207004, 28.191804
6933600, 46.800000, 143.165800, 29.113000
6937200, 65.819988, 162.566188, 47.752588
6940800, 89.070012, 186.281212, 70.537612
6944400, 101.099988, 198.551788, 82.326988
6948000, 80.420004, 177.458204, 62.060604
6951600, 72.410004, 169.288004, 54.210804
6955200, 63.339984, 160.036584, 45.322184
6958800, 62.150004, 158.822804, 44.156004
6962400, 53.979984, 150.489384, 36.149384
6966000, 54.429984, 150.948384, 36.590384
6969600, 44.730000, 141.054400, 27.084400
6973200, 53.439984, 149.938584, 35.620184
6976800, 71.129988, 167.982388, 52.956388
6980400, 101.080008, 198.531408, 82.307408
6984000, 115.409988, 213.147988, 96.350788
6987600, 91.310004, 188.566004, 72.732804
6991200, 69.710004, 166.534004, 51.564804
6994800, 61.400016, 158.057816, 43.421016
6998400, 52.120008, 148.592208, 34.326608
7002000, 44.499996, 140.819796, 26.858996
7005600, 42.140016, 138.412616, 24.546216
7009200, 39.260016, 135.475016, 21.723816
7012800, 34.359998, 130.476998, 16.921798
7016400, 30.370000, 126.407200, 13.011600
7020000, 34.970000, 131.099200, 17.519600
7023600, 45.950004, 142.298804, 28.280004
7027200, 61.020000, 157.670200, 43.048600
7030800, 64.010016, 160.720016, 45.978816
7034400, 44.859996, 141.186996, 27.211796
7038000, 40.370004, 136.607204, 22.811604
7041600, 50.760000, 147.205000, 32.993800
7045200, 49.939992, 146.368592, 32.190192
7048800, 60.800004, 157.445804, 42.833004
7052400, 61.099992, 157.751792, 43.126992
7056000, 65.599992, 162.341792, 47.536992
7059600, 64.400004, 161.117804, 46.361004
7063200, 76.799988, 173.765788, 58.512988
7066800, 84.530016, 181.650416, 66.088416
7070400, 94.950000, 192.278800, 76.300000
7074000, 87.900012, 185.087812, 69.391012
7077600, 56.390004, 152.947604, 38.511204
7081200, 52.350012, 148.826812, 34.552012
7084800, 48.390012, 144.787612, 30.671212
7088400, 45.529992, 141.870392, 27.868392
7092000, 42.819984, 139.106184, 25.212584
7095600, 27.640001, 123.622601, 10.336201
7099200, 23.620000, 119.522200, 6.396600
7102800, 21.460000, 117.319000, 4.279800
7106400, 21.719999, 117.584199, 4.534599
7110000, 22.579999, 118.461399, 5.377399
7113600, 21.920000, 117.788200, 4.730600
7117200, 19.370002, 115.187202, 2.231602
7120800, 5.260000, 100.795000, 0.000000
7124400, 0.010000, 95.440000, 0.000000
7128000, -0.050000, 95.378800, 0.000000
7131600, 0.200000, 95.633800, 0.000000
7135200, -0.150000, 95.276800, 0.000000
7138800, -7.949999, 87.320801, 0.000000
7142400, -0.930000, 94.481200, 0.000000
7146000, -1.470000, 93.930400, 0.000000
7149600, 18.270000, 114.065200, 1.153600
7153200, 41.320008, 137.576208, 23.742608
7156800, 52.959996, 149.448996, 35.149796
7160400, 44.970012, 141.299212, 27.319612
7164000, 36.519984, 132.680184, 19.038584
7167600, 33.170000, 129.263200, 15.755600
7171200, 25.189999, 121.123599, 7.935199
7174800, 15.019999, 110.750199, 0.000000
7178400, 7.300001, 102.875801, 0.000000
7182000, 6.160000, 101.713000, 0.000000
7185600, 4.799999, 100.325799, 0.000000
7189200, 4.889999, 100.417599, 0.000000
7192800, 4.510001, 100.030001, 0.000000
7196400, 4.180000, 99.693400, 0.000000
7200000, 1.190000, 96.643600, 0.000000
7203600, 0.000000, 95.429800, 0.000000
7207200, 0.000000, 95.429800, 0.000000
7210800, 0.000000, 95.429800, 0.000000
7214400, 0.000000, 95.429800, 0.000000
7218000, 0.000000, 95.429800, 0.000000
7221600, 0.000000, 95.429800, 0.000000
7225200, 0.000000, 95.429800, 0.000000
7228800, 0.000000, 95.429800, 0.000000
7232400, 3.890002, 99.397602, 0.000000
7236000, 34.350001, 130.466801, 16.912001
7239600, 62.910000, 159.598000, 44.900800
7243200, 74.900016, 171.827816, 56.651016
7246800, 66.440016, 163.198616, 48.360216
7250400, 65.999988, 162.749788, 47.928988
7254000, 63.050004, 159.740804, 45.038004
7257600, 63.110016, 159.802016, 45.096816
7261200, 62.660016, 159.343016, 44.655816
7264800, 58.449996, 155.048796, 40.529996
7268400, 57.740004, 154.324604, 39.834204
7272000, 60.530004, 157.170404, 42.568404
7275600, 59.259996, 155.874996, 41.323796
7279200, 71.660016, 168.523016, 53.475816
7282800, 86.590008, 183.751608, 68.107208
7286400, 113.870016, 211.577216, 94.841616
7290000, 99.680004, 197.103404, 80.935404
7293600, 62.619984, 159.302184, 44.616584
7297200, 52.530012, 149.010412, 34.728412
7300800, 47.199996, 143.573796, 29.504996
7304400, 46.350000, 142.706800, 28.672000
7308000, 43.530012, 139.830412, 25.908412
7311600, 45.140004, 141.472604, 27.486204
7315200, 51.450012, 147.908812, 33.670012
7318800, 59.230008, 155.844408, 41.294408
7322400, 83.279988, 180.375388, 64.863388
7326000, 137.599992, 235.781792, 118.096992
7329600, 129.650004, 227.672804, 110.306004
7333200, 76.849992, 173.816792, 58.561992
7336800, 65.019996, 161.750196, 46.968596
7340400, 66.139992, 162.892592, 48.066192
7344000, 65.099988, 161.831788, 47.046988
7347600, 61.570008, 158.231208, 43.587608
7351200, 53.830008, 150.336408, 36.002408
7354800, 47.080008, 143.451408, 29.387408
7358400, 45.709992, 142.053992, 28.044792
7362000, 57.740004, 154.324604, 39.834204
7365600, 62.290008, 158.965608, 44.293208
7369200, 75.330000, 172.266400, 57.072400
7372800, 79.200000, 176.213800, 60.865000
7376400, 72.079992, 168.951392, 53.887392
7380000, 61.999992, 158.669792, 44.008992
7383600, 49.500000, 145.919800, 31.759000
7387200, 37.029996, 133.200396, 19.538396
7390800, 27.839999, 123.826599, 10.532199
7394400, 29.570000, 125.591200, 12.227600
7398000, 37.100016, 133.271816, 19.607016
7401600, 50.230008, 146.664408, 32.474408
7405200, 63.740016, 160.444616, 45.714216
7408800, 81.050004, 178.100804, 62.678004
7412400, 103.290012, 200.785612, 84.473212
7416000, 100.299996, 197.735796, 81.542996
7419600, 79.229988, 176.244388, 60.894388
7423200, 77.050008, 174.020808, 58.758008
7426800, 69.779988, 166.605388, 51.633388
7430400, 63.309996, 160.005996, 45.292796
7434000, 58.349988, 154.946788, 40.431988
7437600, 57.089988, 153.661588, 39.197188
7441200, 57.279996, 153.855396, 39.383396
7444800, 51.080004, 147.531404, 33.307404
7448400, 50.389992, 146.827592, 32.631192
7452000, 44.470008, 140.789208, 26.829608
7455600, 72.500004, 169.379804, 54.299004
7459200, 82.770012, 179.855212, 64.363612
7462800, 79.920000, 176.948200, 61.570600
7466400, 68.100012, 164.891812, 49.987012
7470000, 63.709992, 160.413992, 45.684792
7473600, 57.520008, 154.100208, 39.618608
7477200, 54.799992, 151.325792, 36.952992
7480800, 55.540008, 152.080608, 37.678208
7484400, 42.729984, 139.014384, 25.124384
7488000, 47.419992, 143.798192, 29.720592
7491600, 55.220004, 151.754204, 37.364604
7495200, 83.400012, 180.497812, 64.981012
7498800, 104.969988, 202.499188, 86.119588
7502400, 112.759992, 210.444992, 93.753792
7506000, 87.779988, 184.965388, 69.273388
7509600, 65.900016, 162.647816, 47.831016
7513200, 63.619992, 160.322192, 45.596592
7516800, 53.139996, 149.632596, 35.326196
7520400, 59.569992, 156.191192, 41.627592
7524000, 41.079996, 137.331396, 23.507396
7527600, 37.239984, 133.414584, 19.744184
7531200, 36.479988, 132.639388, 18.999388
7534800, 30.139999, 126.172599, 12.786199
7538400, 30.530002, 126.570402, 13.168402
7542000, 37.569996, 133.751196, 20.067596
7545600, 54.879984, 151.407384, 37.031384
7549200, 48.949992, 145.358792, 31.219992
7552800, 42.339996, 138.616596, 24.742196
7556400, 20.650000, 116.492800, 3.486000
7560000, 13.979999, 109.689399, 0.000000
7563600, 6.720001, 102.284201, 0.000000
7567200, 0.050000, 95.480800, 0.000000
7570800, 0.030000, 95.460400, 0.000000
7574400, 6.350000, 101.906800, 0.000000
7578000, 15.270001, 111.005201, 0.000000
7581600, 25.800001, 121.745801, 8.533001
7585200, 40.349988, 136.586788, 22.791988
7588800, 62.650008, 159.332808, 44.646008
7592400, 42.320016, 138.596216, 24.722616
7596000, 28.210000, 124.204000, 10.894800
7599600, 32.140001, 128.212601, 14.746201
7603200, 24.999998, 120.929798, 7.748998
7606800, 20.599999, 116.441799, 3.436999
7610400, 18.830002, 114.636402, 1.702402
7614000, 12.430001, 108.108401, 0.000000
7617600, 10.239998, 105.874598, 0.000000
7621200, 12.589999, 108.271599, 0.000000
7624800, 14.320001, 110.036201, 0.000000
7628400, 22.020001, 117.890201, 4.828601
7632000, 31.399999, 127.457799, 14.020999
7635600, 37.429992, 133.608392, 19.930392
7639200, 33.090001, 129.181601, 15.677201
7642800, 22.619999, 118.502199, 5.416599
7646400, 18.789998, 114.595598, 1.663198
7650000, 12.980002, 108.669402, 0.000000
7653600, 9.860000, 105.487000, 0.000000
7657200, 13.439999, 109.138599, 0.000000
7660800, 20.200000, 116.033800, 3.045000
7664400, 31.389998, 127.447598, 14.011198
7668000, 61.380000, 158.037400, 43.401400
7671600, 94.020012, 191.330212, 75.388612
7675200, 106.059996, 203.610996, 87.187796
7678800, 87.400008, 184.577808, 68.901008
7682400, 70.030008, 166.860408, 51.878408
7686000, 75.890016, 172.837616, 57.621216
7689600, 69.999984, 166.829784, 51.848984
7693200, 69.300000, 166.115800, 51.163000
7696800, 58.160016, 154.753016, 40.245816
7700400, 56.700000, 153.263800, 38.815000
7704000, 60.660000, 157.303000, 42.695800
7707600, 65.379996, 162.117396, 47.321396
7711200, 65.049984, 161.780784, 46.997984
7714800, 63.799992, 160.505792, 45.772992
7718400, 52.930008, 149.418408, 35.120408
7722000, 48.920004, 145.328204, 31.190604
7725600, 44.449992, 140.768792, 26.809992
7729200, 35.910000, 132.058000, 18.440800
7732800, 24.700000, 120.623800, 7.455000
7736400, 22.900000, 118.787800, 5.691000
7740000, 11.480000, 107.139400, 0.000000
7743600, 15.940001, 111.688601, 0.000000
7747200, 38.779992, 134.985392, 21.253392
7750800, 52.520004, 149.000204, 34.718604
7754400, 77.780016, 174.765416, 59.473416
7758000, 90.839988, 188.086588, 72.272188
7761600, 98.979984, 196.389384, 80.249384
7765200, 86.990004, 184.159604, 68.499204
7768800, 73.659996, 170.562996, 55.435796
7772400, 70.830000, 167.676400, 52.662400
7776000, 65.739996, 162.484596, 47.674196
7779600, 84.330000, 181.446400, 65.892400
7783200, 76.830012, 173.796412, 58.542412
7786800, 52.679988, 149.163388, 34.875388
7790400, 62.359992, 159.036992, 44.361792
7794000, 59.370012, 155.987212, 41.431612
7797600, 65.919996, 162.668196, 47.850596
7801200, 69.999984, 166.829784, 51.848984
7804800, 69.999984, 166.829784, 51.848984
7808400, 49.340016, 145.756616, 31.602216
7812000, 36.069984, 132.221184, 18.597584
7815600, 28.490000, 124.489600, 11.169200
7819200, 19.490000, 115.309600, 2.349200
7822800, 2.990000, 98.479600, 0.000000
7826400, 1.000000, 96.449800, 0.000000
7830000, 13.209998, 108.903998, 0.000000
7833600, 34.130002, 130.242402, 16.696402
7837200, 54.039996, 150.550596, 36.208196
7840800, 63.360000, 160.057000, 45.341800
7844400, 92.980008, 190.269408, 74.369408
7848000, 70.840008, 167.686608, 52.672208
7851600, 47.009988, 143.379988, 29.318788
7855200, 43.700004, 140.003804, 26.075004
7858800, 50.289984, 146.725584, 32.533184
7862400, 50.320008, 146.756208, 32.562608
7866000, 44.390016, 140.707616, 26.751216
7869600, 37.289988, 133.465588, 19.793188
7873200, 31.640000, 127.702600, 14.256200
7876800, 29.650000, 125.672800, 12.306000
7880400, 44.430012, 140.748412, 26.790412
7884000, 37.180008, 133.353408, 19.685408
7887600, 38.850012, 135.056812, 21.322012
7891200, 39.290004, 135.505604, 21.753204
7894800, 37.500012, 133.679812, 19.999012
7898400, 30.600000, 126.641800, 13.237000
7902000, 13.990000, 109.699600, 0.000000
7905600, 3.160000, 98.653000, 0.000000
7909200, 0.030000, 95.460400, 0.000000
7912800, -0.010000, 95.419600, 0.000000
7916400, -0.010000, 95.419600, 0.000000
7920000, -0.010000, 95.419600, 0.000000
7923600, 5.789999, 101.335599, 0.000000
7927200, 30.340001, 126.376601, 12.982201
7930800, 53.989992, 150.499592, 36.159192
7934400, 52.809984, 149.295984, 35.002784
7938000, 48.300012, 144.695812, 30.583012
7941600, 29.980001, 126.009401, 12.629401
7945200, 14.900000, 110.627800, 0.000000
7948800, 18.609998, 114.411998, 1.486798
7952400, 11.400001, 107.057801, 0.000000
7956000, 5.649998, 101.192798, 0.000000
7959600, 2.760000, 98.245000, 0.000000
7963200, 1.960000, 97.429000, 0.000000
7966800, 7.279999, 102.855399, 0.000000
7970400, 35.330000, 131.466400, 17.872400
7974000, 59.969988, 156.599188, 42.019588
7977600, 47.160000, 143.533000, 29.465800
7981200, 25.139999, 121.072599, 7.886199
7984800, 8.660002, 104.263002, 0.000000
7988400, 7.139999, 102.712599, 0.000000
7992000, 1.620000, 97.082200, 0.000000
7995600, 0.360000, 95.797000, 0.000000
7999200, 0.030000, 95.460400, 0.000000
8002800, 0.000000, 95.429800, 0.000000
8006400, 4.309999, 99.825999, 0.000000
8010000, 22.020001, 117.890201, 4.828601
8013600, 53.809992, 150.315992, 35.982792
8017200, 69.300000, 166.115800, 51.163000
8020800, 90.050004, 187.280804, 71.498004
8024400, 65.329992, 162.066392, 47.272392
8028000, 73.249992, 170.144792, 55.033992
8031600, 69.500016, 166.319816, 51.359016
8035200, 40.849992, 137.096792, 23.281992
8038800, 44.070012, 140.381212, 26.437612
8042400, 44.280000, 140.595400, 26.643400
8046000, 44.380008, 140.697408, 26.741408
8049600, 46.929996, 143.298396, 29.240396
8053200, 44.179992, 140.493392, 26.545392
8056800, 56.999988, 153.569788, 39.108988
8060400, 79.999992, 177.029792, 61.648992
8064000, 103.240008, 200.734608, 84.424208
8067600, 92.329992, 189.606392, 73.732392
8071200, 93.499992, 190.799792, 74.878992
8074800, 81.399996, 178.457796, 63.020996
8078400, 57.949992, 154.538792, 40.039992
8082000, 34.170001, 130.283201, 16.735601
8085600, 25.480001, 121.419401, 8.219401
8089200, 22.720000, 118.604200, 5.514600
8092800, 23.829998, 119.736398, 6.602398
8096400, 28.519999, 124.520199, 11.198599
8100000, 46.630008, 142.992408, 28.946408
8103600, 71.240004, 168.094604, 53.064204
8107200, 66.089988, 162.841588, 48.017188
8110800, 48.849984, 145.256784, 31.121984
8114400, 45.010008, 141.340008, 27.358808
8118000, 37.010016, 133.180016, 19.518816
8121600, 17.730000, 113.514400, 0.624400
8125200, 15.700000, 111.443800, 0.000000
8128800, 17.930002, 113.718402, 0.820402
8132400, 18.720000, 114.524200, 1.594600
8136000, 17.410000, 113.188000, 0.310800
8139600, 20.130001, 115.962401, 2.976401
8143200, 21.669998, 117.533198, 4.485598
8146800, 31.450000, 127.508800, 14.070000
8150400, 34.999999, 131.129799, 17.548999
8154000, 27.429998, 123.408398, 10.130398
8157600, 35.860000, 132.007000, 18.391800
8161200, 21.080002, 116.931402, 3.907402
8164800, 18.000000, 113.789800, 0.889000
8168400, 16.920000, 112.688200, 0.000000
8172000, 16.710001, 112.474001, 0.000000
8175600, 17.089999, 112.861599, 0.000000
8179200, 17.390002, 113.167602, 0.291202
8182800, 21.150000, 117.002800, 3.976000
8186400, 36.140004, 132.292604, 18.666204
8190000, 57.660012, 154.243012, 39.755812
8193600, 58.470012, 155.069212, 40.549612
8197200, 45.230004, 141.564404, 27.574404
8200800, 42.149988, 138.422788, 24.555988
8204400, 32.990000, 129.079600, 15.579200
8208000, 35.640000, 131.782600, 18.176200
8211600, 31.889999, 127.957599, 14.501199
8215200, 27.850000, 123.836800, 10.542000
8218800, 21.589999, 117.451599, 4.407199
8222400, 23.170000, 119.063200, 5.955600
8226000, 21.390001, 117.247601, 4.211201
8229600, 29.470000, 125.489200, 12.129600
8233200, 42.680016, 138.963416, 25.075416
8236800, 47.070000, 143.441200, 29.377600
8240400, 35.619998, 131.762198, 18.156598
8244000, 26.740001, 122.704601, 9.454201
8247600, 13.330001, 109.026401, 0.000000
8251200, 5.410001, 100.948001, 0.000000
8254800, 0.000000, 95.429800, 0.000000
8258400, -0.080000, 95.348200, 0.000000
8262000, -1.870000, 93.522400, 0.000000
8265600, -1.460000, 93.940600, 0.000000
8269200, 11.610000, 107.272000, 0.000000
8272800, 27.740002, 123.724602, 10.434202
8276400, 35.039999, 131.170599, 17.588199
8280000, 38.459988, 134.658988, 20.939788
8283600, 33.220001, 129.314201, 15.804601
8287200, 36.939996, 133.108596, 19.450196
8290800, 34.729999, 130.854399, 17.284399
8294400, 26.240000, 122.194600, 8.964200
8298000, 24.779999, 120.705399, 7.533399
8301600, 25.880000, 121.827400, 8.611400
8305200, 26.169998, 122.123198, 8.895598
8308800, 27.929999, 123.918399, 10.620399
8312400, 22.700002, 118.583802, 5.495002
8316000, 21.430001, 117.288401, 4.250401
8319600, 21.920000, 117.788200, 4.730600
8323200, 18.320000, 114.116200, 1.202600
8326800, 4.110001, 99.622001, 0.000000
8330400, -10.000001, 85.229799, 0.000000
8334000, -10.800000, 84.413800, 0.000000
8337600, -20.000002, 75.029798, 0.000000
8341200, -54.420012, 39.921388, 0.000000
8344800, -45.659988, 48.856612, 0.000000
8348400, -33.009998, 61.759602, 0.000000
8352000, -0.490000, 94.930000, 0.000000
8355600, 2.590000, 98.071600, 0.000000
8359200, 33.300000, 129.395800, 15.883000
8362800, 40.110012, 136.342012, 22.556812
8366400, 37.969992, 134.159192, 20.459592
8370000, 33.440000, 129.538600, 16.020200
8373600, 28.559999, 124.560999, 11.237799
8377200, 17.039999, 112.810599, 0.000000
8380800, 6.300000, 101.855800, 0.000000
8384400, 0.110000, 95.542000, 0.000000
8388000, 0.000000, 95.429800, 0.000000
8391600, 0.000000, 95.429800, 0.000000
8395200, 0.000000, 95.429800, 0.000000
8398800, 0.000000, 95.429800, 0.000000
8402400, 0.000000, 95.429800, 0.000000
8406000, 0.000000, 95.429800, 0.000000
8409600, 0.000000, 95.429800, 0.000000
8413200, -0.010000, 95.419600, 0.000000
8416800, -0.160000, 95.266600, 0.000000
8420400, -3.260000, 92.104600, 0.000000
8424000, -8.619998, 86.637402, 0.000000
8427600, -23.320001, 71.643399, 0.000000
8431200, -19.950001, 75.080799, 0.000000
8434800, -5.040000, 90.289000, 0.000000
8438400, -0.150000, 95.276800, 0.000000
8442000, 4.910000, 100.438000, 0.000000
8445600, 51.320016, 147.776216, 33.542616
8449200, 82.940004, 180.028604, 64.530204
8452800, 69.210000, 166.024000, 51.074800
8456400, 64.869984, 161.597184, 46.821584
8460000, 53.660016, 150.163016, 35.835816
8463600, 44.210016, 140.524016, 26.574816
8467200, 43.300008, 139.595808, 25.683008
8470800, 50.069988, 146.501188, 32.317588
8474400, 46.739988, 143.104588, 29.054188
8478000, 46.710000, 143.074000, 29.024800
8481600, 46.659996, 143.022996, 28.975796
8485200, 50.259996, 146.694996, 32.503796
8488800, 71.629992, 168.492392, 53.446392
8492400, 115.869996, 213.617196, 96.801596
8496000, 119.610000, 217.432000, 100.466800
8499600, 85.510008, 182.650008, 67.048808
8503200, 69.890004, 166.717604, 51.741204
8506800, 67.100004, 163.871804, 49.007004
8510400, 65.000016, 161.729816, 46.949016
8514000, 63.290016, 159.985616, 45.273216
8517600, 60.500016, 157.139816, 42.539016
8521200, 63.399996, 160.097796, 45.380996
8524800, 69.999984, 166.829784, 51.848984
8528400, 75.009996, 171.939996, 56.758796
8532000, 104.900004, 202.427804, 86.051004
8535600, 137.300004, 235.475804, 117.803004
8539200, 122.000004, 219.869804, 102.809004
8542800, 69.999984, 166.829784, 51.848984
8546400, 76.219992, 173.174192, 57.944592
8550000, 65.000016, 161.729816, 46.949016
8553600, 78.210000, 175.204000, 59.894800
8557200, 60.000012, 156.629812, 42.049012
8560800, 48.589992, 144.991592, 30.867192
8564400, 38.149992, 134.342792, 20.635992
8568000, 38.540016, 134.740616, 21.018216
8571600, 41.839992, 138.106592, 24.252192
8575200, 41.100012, 137.351812, 23.527012
8578800, 58.650012, 155.252812, 40.726012
8582400, 63.050004, 159.740804, 45.038004
8586000, 46.469988, 142.829188, 28.789588
8589600, 32.519999, 128.600199, 15.118599
8593200, 27.119999, 123.092199, 9.826599
8596800, 17.480002, 113.259402, 0.379402
8600400, 4.079999, 99.591399, 0.000000
8604000, 4.280000, 99.795400, 0.000000
8607600, 19.689998, 115.513598, 2.545198
8611200, 13.219999, 108.914199, 0.000000
8614800, 22.920001, 118.808201, 5.710601
8618400, 41.910012, 138.178012, 24.320812
8622000, 57.729996, 154.314396, 39.824396
8625600, 53.420004, 149.918204, 35.600604
8629200, 48.340008, 144.736608, 30.622208
8632800, 40.430016, 136.668416, 22.870416
8636400, 24.999998, 120.929798, 7.748998
8640000, 25.840001, 121.786601, 8.572201
8643600, 6.649999, 102.212799, 0.000000
8647200, 6.909998, 102.477998, 0.000000
8650800, 9.090000, 104.701600, 0.000000
8654400, 20.530001, 116.370401, 3.368401
8658000, 38.220012, 134.414212, 20.704612
8661600, 69.149988, 165.962788, 51.015988
8665200, 99.630000, 197.052400, 80.886400
8668800, 109.280016, 206.895416, 90.343416
8672400, 83.559996, 180.660996, 65.137796
8676000, 67.579992, 164.361392, 49.477392
8679600, 52.989984, 149.479584, 35.179184
8683200, 42.509988, 138.789988, 24.908788
8686800, 25.800001, 121.745801, 8.533001
8690400, 22.180000, 118.053400, 4.985400
8694000, 28.300000, 124.295800, 10.983000
8697600, 31.600001, 127.661801, 14.217001
8701200, 64.770012, 161.495212, 46.723612
8704800, 77.919984, 174.908184, 59.610584
8708400, 102.849984, 200.336784, 84.041984
8712000, 113.799996, 211.505796, 94.772996
8715600, 88.279992, 185.475392, 69.763392
8719200, 72.349992, 169.226792, 54.151992
8722800, 50.000004, 146.429804, 32.249004
8726400, 30.489998, 126.529598, 13.129198
8730000, 22.929998, 118.818398, 5.720398
8733600, 20.540002, 116.380602, 3.378202
8737200, 36.640008, 132.802608, 19.156208
8740800, 37.609992, 133.791992, 20.106792
8744400, 32.500001, 128.579801, 15.099001
8748000, 38.660004, 134.863004, 21.135804
8751600, 52.009992, 148.479992, 34.218792
8755200, 52.200000, 148.673800, 34.405000
8758800, 46.389996, 142.747596, 28.711196
8762400, 33.289999, 129.385599, 15.873199
8766000, 29.959999, 125.988999, 12.609799
8769600, 32.770001, 128.855201, 15.363601
8773200, 31.990000, 128.059600, 14.599200
8776800, 36.110016, 132.262016, 18.636816
8780400, 50.270004, 146.705204, 32.513604
8784000, 66.340008, 163.096608, 48.262208
8787600, 82.839996, 179.926596, 64.432196
8791200, 100.699992, 198.143792, 81.934992
8794800, 128.999988, 227.009788, 109.668988
8798400, 113.249988, 210.944788, 94.233988
8802000, 90.460008, 187.699008, 71.899808
8805600, 77.670000, 174.653200, 59.365600
8809200, 68.940000, 165.748600, 50.810200
8812800, 55.879992, 152.427392, 38.011392
8816400, 50.090004, 146.521604, 32.337204
8820000, 46.940004, 143.308604, 29.250204
8823600, 45.579996, 141.921396, 27.917396
8827200, 39.999996, 136.229796, 22.448996
8830800, 41.280012, 137.535412, 23.703412
8834400, 66.449988, 163.208788, 48.369988
8838000, 87.350004, 184.526804, 68.852004
8841600, 81.669996, 178.733196, 63.285596
8845200, 69.300000, 166.115800, 51.163000
8848800, 30.989999, 127.039599, 13.619199
8852400, 18.789998, 114.595598, 1.663198
8856000, 0.000000, 95.429800, 0.000000
8859600, -0.060000, 95.368600, 0.000000
8863200, -0.820000, 94.593400, 0.000000
8866800, -0.930000, 94.481200, 0.000000
8870400, 0.050000, 95.480800, 0.000000
8874000, 22.820000, 118.706200, 5.612600
8877600, 45.709992, 142.053992, 28.044792
8881200, 69.400008, 166.217808, 51.261008
8884800, 68.069988, 164.861188, 49.957588
8888400, 55.000008, 151.529808, 37.149008
8892000, 51.670008, 148.133208, 33.885608
8895600, 40.740012, 136.984612, 23.174212
8899200, 36.140004, 132.292604, 18.666204
8902800, 28.239998, 124.234598, 10.924198
8906400, 19.599998, 115.421798, 2.456998
8910000, 13.929998, 109.638398, 0.000000
8913600, 11.880000, 107.547400, 0.000000
8917200, 16.499999, 112.259799, 0.000000
8920800, 20.580001, 116.421401, 3.417401
8924400, 23.890000, 119.797600, 6.661200
8928000, 19.140001, 114.952601, 2.006201
8931600, 8.799998, 104.405798, 0.000000
8935200, -0.020000, 95.409400, 0.000000
8938800, -9.789998, 85.444002, 0.000000
8942400, -20.999999, 74.009801, 0.000000
8946000, -50.000004, 44.429796, 0.000000
8949600, -55.010016, 39.319584, 0.000000
8953200, -49.910004, 44.521596, 0.000000
8956800, -19.090001, 75.957999, 0.000000
8960400, -0.130000, 95.297200, 0.000000
8964000, 14.440000, 110.158600, 0.000000
8967600, 27.960001, 123.949001, 10.649801
8971200, 38.090016, 134.281616, 20.577216
8974800, 34.890001, 131.017601, 17.441201
8978400, 21.880001, 117.747401, 4.691401
8982000, 11.380000, 107.037400, 0.000000
8985600, 2.410000, 97.888000, 0.000000
8989200, 1.650000, 97.112800, 0.000000
8992800, 1.210000, 96.664000, 0.000000
8996400, 1.330000, 96.786400, 0.000000
9000000, 2.780000, 98.265400, 0.000000
9003600, 6.120000, 101.672200, 0.000000
9007200, 12.859999, 108.546999, 0.000000
9010800, 13.000000, 108.689800, 0.000000
9014400, 7.750001, 103.334801, 0.000000
9018000, 0.000000, 95.429800, 0.000000
9021600, 1.540000, 97.000600, 0.000000
9025200, -2.000000, 93.389800, 0.000000
9028800, -13.100000, 82.067800, 0.000000
9032400, -26.970001, 67.920399, 0.000000
9036000, -35.650001, 59.066799, 0.000000
9039600, -39.949992, 54.680808, 0.000000
9043200, -6.250000, 89.054800, 0.000000
9046800, 1.570000, 97.031200, 0.000000
9050400, 43.369992, 139.667192, 25.751592
9054000, 86.810004, 183.976004, 68.322804
9057600, 123.750000, 221.654800, 104.524000
9061200, 117.000000, 214.769800, 97.909000
9064800, 64.829988, 161.556388, 46.782388
9068400, 53.309988, 149.805988, 35.492788
