#1 
double data(9504,6) 
#Time [s], Belpex electricity price [Euro/J], Dynamic consumer price [Euro/J], Dynamic consumer price daily average [Euro/J], Dynamic consumer price weekly average [Euro/J], Dynamic consumer price yearly median [Euro/J]
7390800,-9.469444e-09,3.775278e-08,5.406215e-08,5.896007e-08,6.944444e-08
7394400,-5.555556e-09,4.166667e-08,5.406215e-08,5.896007e-08,6.944444e-08
7398000,-5.833333e-11,4.716389e-08,5.406215e-08,5.896007e-08,6.944444e-08
7401600,5.605556e-09,5.282778e-08,5.406215e-08,5.896007e-08,6.944444e-08
7405200,1.177778e-08,5.9e-08,5.406215e-08,5.896007e-08,6.944444e-08
7408800,1.597222e-08,6.319444e-08,5.406215e-08,5.896007e-08,6.944444e-08
7412400,1.836111e-08,6.558333e-08,5.406215e-08,5.896007e-08,6.944444e-08
7416000,1.773333e-08,6.495556e-08,5.406215e-08,5.896007e-08,6.944444e-08
7419600,1.472222e-08,6.194444e-08,5.406215e-08,5.896007e-08,6.944444e-08
7423200,1.472222e-08,6.194444e-08,5.406215e-08,5.896007e-08,6.944444e-08
7426800,1.351389e-08,6.073611e-08,5.406215e-08,5.896007e-08,6.944444e-08
7430400,1.284167e-08,6.006389e-08,5.269722e-08,5.896007e-08,6.944444e-08
7434000,1.072778e-08,5.795e-08,5.269722e-08,5.896007e-08,6.944444e-08
7437600,9.841667e-09,5.706389e-08,5.269722e-08,5.896007e-08,6.944444e-08
7441200,9.722222e-09,5.694444e-08,5.269722e-08,5.896007e-08,6.944444e-08
7444800,9.741667e-09,5.696389e-08,5.269722e-08,5.896007e-08,6.944444e-08
7448400,9.863889e-09,5.708611e-08,5.269722e-08,5.896007e-08,6.944444e-08
7452000,9.263889e-09,5.648611e-08,5.269722e-08,5.896007e-08,6.944444e-08
7455600,6.088889e-09,5.331111e-08,5.269722e-08,5.896007e-08,6.944444e-08
7459200,7.591667e-09,5.481389e-08,5.269722e-08,5.896007e-08,6.944444e-08
7462800,5.188889e-09,5.241111e-08,5.269722e-08,5.896007e-08,6.944444e-08
7466400,5.222222e-10,4.774444e-08,5.269722e-08,5.896007e-08,6.944444e-08
7470000,-9.597222e-09,3.7625e-08,5.269722e-08,5.896007e-08,6.944444e-08
7473600,-1.113889e-08,3.608333e-08,5.269722e-08,5.896007e-08,6.944444e-08
7477200,-9.833333e-09,3.738889e-08,5.269722e-08,5.896007e-08,6.944444e-08
7480800,-9.85e-09,3.737222e-08,5.269722e-08,5.896007e-08,6.944444e-08
7484400,-3.372222e-09,4.385e-08,5.269722e-08,5.896007e-08,6.944444e-08
7488000,9.833333e-10,4.820556e-08,5.269722e-08,5.896007e-08,6.944444e-08
7491600,9.722222e-09,5.694444e-08,5.269722e-08,5.896007e-08,6.944444e-08
7495200,1.227222e-08,5.949444e-08,5.269722e-08,5.896007e-08,6.944444e-08
7498800,1.495e-08,6.217222e-08,5.269722e-08,5.896007e-08,6.944444e-08
7502400,1.277778e-08,6e-08,5.269722e-08,5.896007e-08,6.944444e-08
7506000,1.342778e-08,6.065e-08,5.269722e-08,5.896007e-08,6.944444e-08
7509600,1.193333e-08,5.915556e-08,5.269722e-08,5.896007e-08,6.944444e-08
7513200,7.730556e-09,5.495278e-08,5.269722e-08,5.896007e-08,6.944444e-08
7516800,6.361111e-09,5.358333e-08,5.791782e-08,5.896007e-08,6.944444e-08
7520400,6.152778e-09,5.3375e-08,5.791782e-08,5.896007e-08,6.944444e-08
7524000,6.380556e-09,5.360278e-08,5.791782e-08,5.896007e-08,6.944444e-08
7527600,6.555556e-09,5.377778e-08,5.791782e-08,5.896007e-08,6.944444e-08
7531200,9.911111e-09,5.713333e-08,5.791782e-08,5.896007e-08,6.944444e-08
7534800,1.422222e-08,6.144444e-08,5.791782e-08,5.896007e-08,6.944444e-08
7538400,1.868056e-08,6.590278e-08,5.791782e-08,5.896007e-08,6.944444e-08
7542000,1.970278e-08,6.6925e-08,5.791782e-08,5.896007e-08,6.944444e-08
7545600,1.159167e-08,5.881389e-08,5.791782e-08,5.896007e-08,6.944444e-08
7549200,6.847222e-09,5.406944e-08,5.791782e-08,5.896007e-08,6.944444e-08
7552800,2.777778e-09,5e-08,5.791782e-08,5.896007e-08,6.944444e-08
7556400,2.777778e-09,5e-08,5.791782e-08,5.896007e-08,6.944444e-08
7560000,2.791667e-09,5.001389e-08,5.791782e-08,5.896007e-08,6.944444e-08
7563600,3.563889e-09,5.078611e-08,5.791782e-08,5.896007e-08,6.944444e-08
7567200,5.286111e-09,5.250833e-08,5.791782e-08,5.896007e-08,6.944444e-08
7570800,5.477778e-09,5.27e-08,5.791782e-08,5.896007e-08,6.944444e-08
7574400,1.101944e-08,5.824167e-08,5.791782e-08,5.896007e-08,6.944444e-08
7578000,1.602222e-08,6.324444e-08,5.791782e-08,5.896007e-08,6.944444e-08
7581600,1.878611e-08,6.600833e-08,5.791782e-08,5.896007e-08,6.944444e-08
7585200,1.893056e-08,6.615278e-08,5.791782e-08,5.896007e-08,6.944444e-08
7588800,1.778333e-08,6.500556e-08,5.791782e-08,5.896007e-08,6.944444e-08
7592400,1.643889e-08,6.366111e-08,5.791782e-08,5.896007e-08,6.944444e-08
7596000,1.555556e-08,6.277778e-08,5.791782e-08,5.896007e-08,6.944444e-08
7599600,1.307778e-08,6.03e-08,5.791782e-08,5.896007e-08,6.944444e-08
7603200,1.290556e-08,6.012778e-08,6.263623e-08,5.896007e-08,6.944444e-08
7606800,1.240278e-08,5.9625e-08,6.263623e-08,5.896007e-08,6.944444e-08
7610400,1.266389e-08,5.988611e-08,6.263623e-08,5.896007e-08,6.944444e-08
7614000,1.285278e-08,6.0075e-08,6.263623e-08,5.896007e-08,6.944444e-08
7617600,1.478333e-08,6.200556e-08,6.263623e-08,5.896007e-08,6.944444e-08
7621200,1.808056e-08,6.530278e-08,6.263623e-08,5.896007e-08,6.944444e-08
7624800,2.172778e-08,6.895e-08,6.263623e-08,5.896007e-08,6.944444e-08
7628400,2.131389e-08,6.853611e-08,6.263623e-08,5.896007e-08,6.944444e-08
7632000,1.795278e-08,6.5175e-08,6.263623e-08,5.896007e-08,6.944444e-08
7635600,1.574444e-08,6.296667e-08,6.263623e-08,5.896007e-08,6.944444e-08
7639200,1.343333e-08,6.065556e-08,6.263623e-08,5.896007e-08,6.944444e-08
7642800,1.244444e-08,5.966667e-08,6.263623e-08,5.896007e-08,6.944444e-08
7646400,1.160833e-08,5.883056e-08,6.263623e-08,5.896007e-08,6.944444e-08
7650000,1.100556e-08,5.822778e-08,6.263623e-08,5.896007e-08,6.944444e-08
7653600,1.096667e-08,5.818889e-08,6.263623e-08,5.896007e-08,6.944444e-08
7657200,1.123889e-08,5.846111e-08,6.263623e-08,5.896007e-08,6.944444e-08
7660800,1.390833e-08,6.113056e-08,6.263623e-08,5.896007e-08,6.944444e-08
7664400,1.748333e-08,6.470556e-08,6.263623e-08,5.896007e-08,6.944444e-08
7668000,2.013056e-08,6.735278e-08,6.263623e-08,5.896007e-08,6.944444e-08
7671600,2.139167e-08,6.861389e-08,6.263623e-08,5.896007e-08,6.944444e-08
7675200,1.821389e-08,6.543611e-08,6.263623e-08,5.896007e-08,6.944444e-08
7678800,1.631667e-08,6.353889e-08,6.263623e-08,5.896007e-08,6.944444e-08
7682400,1.565e-08,6.287222e-08,6.263623e-08,5.896007e-08,6.944444e-08
7686000,1.571667e-08,6.293889e-08,6.263623e-08,5.896007e-08,6.944444e-08
7689600,1.415833e-08,6.138056e-08,6.300012e-08,5.896007e-08,6.944444e-08
7693200,1.388889e-08,6.111111e-08,6.300012e-08,5.896007e-08,6.944444e-08
7696800,1.366111e-08,6.088333e-08,6.300012e-08,5.896007e-08,6.944444e-08
7700400,1.3425e-08,6.064722e-08,6.300012e-08,5.896007e-08,6.944444e-08
7704000,1.487222e-08,6.209444e-08,6.300012e-08,5.896007e-08,6.944444e-08
7707600,1.715556e-08,6.437778e-08,6.300012e-08,5.896007e-08,6.944444e-08
7711200,2.086389e-08,6.808611e-08,6.300012e-08,5.896007e-08,6.944444e-08
7714800,2.121944e-08,6.844167e-08,6.300012e-08,5.896007e-08,6.944444e-08
7718400,1.832778e-08,6.555e-08,6.300012e-08,5.896007e-08,6.944444e-08
7722000,1.578056e-08,6.300278e-08,6.300012e-08,5.896007e-08,6.944444e-08
7725600,1.408611e-08,6.130833e-08,6.300012e-08,5.896007e-08,6.944444e-08
7729200,1.361111e-08,6.083333e-08,6.300012e-08,5.896007e-08,6.944444e-08
7732800,1.296111e-08,6.018333e-08,6.300012e-08,5.896007e-08,6.944444e-08
7736400,1.196944e-08,5.919167e-08,6.300012e-08,5.896007e-08,6.944444e-08
7740000,1.22e-08,5.942222e-08,6.300012e-08,5.896007e-08,6.944444e-08
7743600,1.299722e-08,6.021944e-08,6.300012e-08,5.896007e-08,6.944444e-08
7747200,1.425556e-08,6.147778e-08,6.300012e-08,5.896007e-08,6.944444e-08
7750800,1.769722e-08,6.491944e-08,6.300012e-08,5.896007e-08,6.944444e-08
7754400,1.883889e-08,6.606111e-08,6.300012e-08,5.896007e-08,6.944444e-08
7758000,2.021389e-08,6.743611e-08,6.300012e-08,5.896007e-08,6.944444e-08
7761600,1.8375e-08,6.559722e-08,6.300012e-08,5.896007e-08,6.944444e-08
7765200,1.747222e-08,6.469444e-08,6.300012e-08,5.896007e-08,6.944444e-08
7768800,1.553333e-08,6.275556e-08,6.300012e-08,5.896007e-08,6.944444e-08
7772400,1.510556e-08,6.232778e-08,6.300012e-08,5.896007e-08,6.944444e-08
7776000,1.328333e-08,6.050556e-08,6.154086e-08,5.896007e-08,6.944444e-08
7779600,1.252778e-08,5.975e-08,6.154086e-08,5.896007e-08,6.944444e-08
7783200,1.226944e-08,5.949167e-08,6.154086e-08,5.896007e-08,6.944444e-08
7786800,1.204444e-08,5.926667e-08,6.154086e-08,5.896007e-08,6.944444e-08
7790400,1.269444e-08,5.991667e-08,6.154086e-08,5.896007e-08,6.944444e-08
7794000,1.629722e-08,6.351944e-08,6.154086e-08,5.896007e-08,6.944444e-08
7797600,1.971389e-08,6.693611e-08,6.154086e-08,5.896007e-08,6.944444e-08
7801200,1.861111e-08,6.583333e-08,6.154086e-08,5.896007e-08,6.944444e-08
7804800,1.696389e-08,6.418611e-08,6.154086e-08,5.896007e-08,6.944444e-08
7808400,1.519167e-08,6.241389e-08,6.154086e-08,5.896007e-08,6.944444e-08
7812000,1.185278e-08,5.9075e-08,6.154086e-08,5.896007e-08,6.944444e-08
7815600,1.111111e-08,5.833333e-08,6.154086e-08,5.896007e-08,6.944444e-08
7819200,1.040278e-08,5.7625e-08,6.154086e-08,5.896007e-08,6.944444e-08
7822800,8.919444e-09,5.614167e-08,6.154086e-08,5.896007e-08,6.944444e-08
7826400,1.069722e-08,5.791944e-08,6.154086e-08,5.896007e-08,6.944444e-08
7830000,1.193611e-08,5.915833e-08,6.154086e-08,5.896007e-08,6.944444e-08
7833600,1.370833e-08,6.093056e-08,6.154086e-08,5.896007e-08,6.944444e-08
7837200,1.588611e-08,6.310833e-08,6.154086e-08,5.896007e-08,6.944444e-08
7840800,1.743056e-08,6.465278e-08,6.154086e-08,5.896007e-08,6.944444e-08
7844400,1.844722e-08,6.566944e-08,6.154086e-08,5.896007e-08,6.944444e-08
7848000,1.702222e-08,6.424444e-08,6.154086e-08,5.896007e-08,6.944444e-08
7851600,1.634167e-08,6.356389e-08,6.154086e-08,5.896007e-08,6.944444e-08
7855200,1.522778e-08,6.245e-08,6.154086e-08,5.896007e-08,6.944444e-08
7858800,1.506667e-08,6.228889e-08,6.154086e-08,5.896007e-08,6.944444e-08
7862400,1.3825e-08,6.104722e-08,5.869144e-08,5.777312e-08,6.944444e-08
7866000,1.305556e-08,6.027778e-08,5.869144e-08,5.777312e-08,6.944444e-08
7869600,1.213889e-08,5.936111e-08,5.869144e-08,5.777312e-08,6.944444e-08
7873200,1.221111e-08,5.943333e-08,5.869144e-08,5.777312e-08,6.944444e-08
7876800,1.310278e-08,6.0325e-08,5.869144e-08,5.777312e-08,6.944444e-08
7880400,1.486667e-08,6.208889e-08,5.869144e-08,5.777312e-08,6.944444e-08
7884000,1.673333e-08,6.395556e-08,5.869144e-08,5.777312e-08,6.944444e-08
7887600,1.685278e-08,6.4075e-08,5.869144e-08,5.777312e-08,6.944444e-08
7891200,1.5625e-08,6.284722e-08,5.869144e-08,5.777312e-08,6.944444e-08
7894800,1.2925e-08,6.014722e-08,5.869144e-08,5.777312e-08,6.944444e-08
7898400,1.25e-08,5.972222e-08,5.869144e-08,5.777312e-08,6.944444e-08
7902000,1.259167e-08,5.981389e-08,5.869144e-08,5.777312e-08,6.944444e-08
7905600,6.802778e-09,5.4025e-08,5.869144e-08,5.777312e-08,6.944444e-08
7909200,5.583333e-09,5.280556e-08,5.869144e-08,5.777312e-08,6.944444e-08
7912800,1.455556e-09,4.867778e-08,5.869144e-08,5.777312e-08,6.944444e-08
7916400,6.638889e-10,4.788611e-08,5.869144e-08,5.777312e-08,6.944444e-08
7920000,6.038889e-09,5.326111e-08,5.869144e-08,5.777312e-08,6.944444e-08
7923600,1.166667e-08,5.888889e-08,5.869144e-08,5.777312e-08,6.944444e-08
7927200,1.381111e-08,6.103333e-08,5.869144e-08,5.777312e-08,6.944444e-08
7930800,1.409444e-08,6.131667e-08,5.869144e-08,5.777312e-08,6.944444e-08
7934400,1.25e-08,5.972222e-08,5.869144e-08,5.777312e-08,6.944444e-08
7938000,1.25e-08,5.972222e-08,5.869144e-08,5.777312e-08,6.944444e-08
7941600,1.204722e-08,5.926944e-08,5.869144e-08,5.777312e-08,6.944444e-08
7945200,1.166944e-08,5.889167e-08,5.869144e-08,5.777312e-08,6.944444e-08
7948800,1.066667e-08,5.788889e-08,5.740961e-08,5.777312e-08,6.944444e-08
7952400,1.041944e-08,5.764167e-08,5.740961e-08,5.777312e-08,6.944444e-08
7956000,1.034167e-08,5.756389e-08,5.740961e-08,5.777312e-08,6.944444e-08
7959600,1.030556e-08,5.752778e-08,5.740961e-08,5.777312e-08,6.944444e-08
7963200,1.046667e-08,5.768889e-08,5.740961e-08,5.777312e-08,6.944444e-08
7966800,1.113889e-08,5.836111e-08,5.740961e-08,5.777312e-08,6.944444e-08
7970400,1.166944e-08,5.889167e-08,5.740961e-08,5.777312e-08,6.944444e-08
7974000,1.274444e-08,5.996667e-08,5.740961e-08,5.777312e-08,6.944444e-08
7977600,1.309444e-08,6.031667e-08,5.740961e-08,5.777312e-08,6.944444e-08
7981200,1.141111e-08,5.863333e-08,5.740961e-08,5.777312e-08,6.944444e-08
7984800,1.031944e-08,5.754167e-08,5.740961e-08,5.777312e-08,6.944444e-08
7988400,9.413889e-09,5.663611e-08,5.740961e-08,5.777312e-08,6.944444e-08
7992000,6.583333e-09,5.380556e-08,5.740961e-08,5.777312e-08,6.944444e-08
7995600,4.663889e-09,5.188611e-08,5.740961e-08,5.777312e-08,6.944444e-08
7999200,2.597222e-09,4.981944e-08,5.740961e-08,5.777312e-08,6.944444e-08
8002800,2.519444e-09,4.974167e-08,5.740961e-08,5.777312e-08,6.944444e-08
8006400,4.991667e-09,5.221389e-08,5.740961e-08,5.777312e-08,6.944444e-08
8010000,8.672222e-09,5.589444e-08,5.740961e-08,5.777312e-08,6.944444e-08
8013600,1.243056e-08,5.965278e-08,5.740961e-08,5.777312e-08,6.944444e-08
8017200,1.433056e-08,6.155278e-08,5.740961e-08,5.777312e-08,6.944444e-08
8020800,1.477778e-08,6.2e-08,5.740961e-08,5.777312e-08,6.944444e-08
8024400,1.43e-08,6.152222e-08,5.740961e-08,5.777312e-08,6.944444e-08
8028000,1.345556e-08,6.067778e-08,5.740961e-08,5.777312e-08,6.944444e-08
8031600,1.318333e-08,6.040556e-08,5.740961e-08,5.777312e-08,6.944444e-08
8035200,1.050556e-08,5.772778e-08,5.469421e-08,5.777312e-08,6.944444e-08
8038800,1.106389e-08,5.828611e-08,5.469421e-08,5.777312e-08,6.944444e-08
8042400,1.088333e-08,5.810556e-08,5.469421e-08,5.777312e-08,6.944444e-08
8046000,9.483333e-09,5.670556e-08,5.469421e-08,5.777312e-08,6.944444e-08
8049600,9.480556e-09,5.670278e-08,5.469421e-08,5.777312e-08,6.944444e-08
8053200,1.0225e-08,5.744722e-08,5.469421e-08,5.777312e-08,6.944444e-08
8056800,1.0675e-08,5.789722e-08,5.469421e-08,5.777312e-08,6.944444e-08
8060400,1.098056e-08,5.820278e-08,5.469421e-08,5.777312e-08,6.944444e-08
8064000,9.997222e-09,5.721944e-08,5.469421e-08,5.777312e-08,6.944444e-08
8067600,7.313889e-09,5.453611e-08,5.469421e-08,5.777312e-08,6.944444e-08
8071200,6.027778e-09,5.325e-08,5.469421e-08,5.777312e-08,6.944444e-08
8074800,5.797222e-09,5.301944e-08,5.469421e-08,5.777312e-08,6.944444e-08
8078400,2.261111e-09,4.948333e-08,5.469421e-08,5.777312e-08,6.944444e-08
8082000,5.611111e-10,4.778333e-08,5.469421e-08,5.777312e-08,6.944444e-08
8085600,2.777778e-11,4.725e-08,5.469421e-08,5.777312e-08,6.944444e-08
8089200,2.805556e-10,4.750278e-08,5.469421e-08,5.777312e-08,6.944444e-08
8092800,1.994444e-09,4.921667e-08,5.469421e-08,5.777312e-08,6.944444e-08
8096400,8.613889e-09,5.583611e-08,5.469421e-08,5.777312e-08,6.944444e-08
8100000,1.1075e-08,5.829722e-08,5.469421e-08,5.777312e-08,6.944444e-08
8103600,1.318056e-08,6.040278e-08,5.469421e-08,5.777312e-08,6.944444e-08
8107200,1.125e-08,5.847222e-08,5.469421e-08,5.777312e-08,6.944444e-08
8110800,1.348333e-08,6.070556e-08,5.469421e-08,5.777312e-08,6.944444e-08
8114400,2.777778e-11,4.725e-08,5.469421e-08,5.777312e-08,6.944444e-08
8118000,4.138889e-09,5.136111e-08,5.469421e-08,5.777312e-08,6.944444e-08
8121600,-2.777778e-09,4.444444e-08,4.326713e-08,5.777312e-08,6.944444e-08
8125200,-8.308333e-09,3.891389e-08,4.326713e-08,5.777312e-08,6.944444e-08
8128800,-6.944444e-09,4.027778e-08,4.326713e-08,5.777312e-08,6.944444e-08
8132400,-5.555556e-09,4.166667e-08,4.326713e-08,5.777312e-08,6.944444e-08
8136000,-1.225e-08,3.497222e-08,4.326713e-08,5.777312e-08,6.944444e-08
8139600,-1.110278e-08,3.611944e-08,4.326713e-08,5.777312e-08,6.944444e-08
8143200,-1.558889e-08,3.163333e-08,4.326713e-08,5.777312e-08,6.944444e-08
8146800,-1.111111e-08,3.611111e-08,4.326713e-08,5.777312e-08,6.944444e-08
8150400,-4.902778e-09,4.231944e-08,4.326713e-08,5.777312e-08,6.944444e-08
8154000,-4.091667e-09,4.313056e-08,4.326713e-08,5.777312e-08,6.944444e-08
8157600,1.388889e-09,4.861111e-08,4.326713e-08,5.777312e-08,6.944444e-08
8161200,-2.777778e-09,4.444444e-08,4.326713e-08,5.777312e-08,6.944444e-08
8164800,-1.249444e-08,3.472778e-08,4.326713e-08,5.777312e-08,6.944444e-08
8168400,-1.464722e-08,3.2575e-08,4.326713e-08,5.777312e-08,6.944444e-08
8172000,-1.666667e-08,3.055556e-08,4.326713e-08,5.777312e-08,6.944444e-08
8175600,-1.388889e-08,3.333333e-08,4.326713e-08,5.777312e-08,6.944444e-08
8179200,-3.908333e-09,4.331389e-08,4.326713e-08,5.777312e-08,6.944444e-08
8182800,-9.194444e-10,4.630278e-08,4.326713e-08,5.777312e-08,6.944444e-08
8186400,6.002778e-09,5.3225e-08,4.326713e-08,5.777312e-08,6.944444e-08
8190000,1.349722e-08,6.071944e-08,4.326713e-08,5.777312e-08,6.944444e-08
8193600,4.188889e-09,5.141111e-08,4.326713e-08,5.777312e-08,6.944444e-08
8197200,3.180556e-09,5.040278e-08,4.326713e-08,5.777312e-08,6.944444e-08
8200800,1.32e-08,6.042222e-08,4.326713e-08,5.777312e-08,6.944444e-08
8204400,1.155556e-08,5.877778e-08,4.326713e-08,5.777312e-08,6.944444e-08
8208000,1.0125e-08,5.734722e-08,6.118611e-08,5.777312e-08,6.944444e-08
8211600,9.594444e-09,5.681667e-08,6.118611e-08,5.777312e-08,6.944444e-08
8215200,9.077778e-09,5.63e-08,6.118611e-08,5.777312e-08,6.944444e-08
8218800,9.144444e-09,5.636667e-08,6.118611e-08,5.777312e-08,6.944444e-08
8222400,1.130833e-08,5.853056e-08,6.118611e-08,5.777312e-08,6.944444e-08
8226000,1.803056e-08,6.525278e-08,6.118611e-08,5.777312e-08,6.944444e-08
8229600,1.883611e-08,6.605833e-08,6.118611e-08,5.777312e-08,6.944444e-08
8233200,2.102778e-08,6.825e-08,6.118611e-08,5.777312e-08,6.944444e-08
8236800,1.736667e-08,6.458889e-08,6.118611e-08,5.777312e-08,6.944444e-08
8240400,1.521111e-08,6.243333e-08,6.118611e-08,5.777312e-08,6.944444e-08
8244000,1.336111e-08,6.058333e-08,6.118611e-08,5.777312e-08,6.944444e-08
8247600,1.306667e-08,6.028889e-08,6.118611e-08,5.777312e-08,6.944444e-08
8251200,1.226389e-08,5.948611e-08,6.118611e-08,5.777312e-08,6.944444e-08
8254800,9.738889e-09,5.696111e-08,6.118611e-08,5.777312e-08,6.944444e-08
8258400,7.875e-09,5.509722e-08,6.118611e-08,5.777312e-08,6.944444e-08
8262000,7.719444e-09,5.494167e-08,6.118611e-08,5.777312e-08,6.944444e-08
8265600,1.075833e-08,5.798056e-08,6.118611e-08,5.777312e-08,6.944444e-08
8269200,1.460556e-08,6.182778e-08,6.118611e-08,5.777312e-08,6.944444e-08
8272800,1.8475e-08,6.569722e-08,6.118611e-08,5.777312e-08,6.944444e-08
8276400,1.984444e-08,6.706667e-08,6.118611e-08,5.777312e-08,6.944444e-08
8280000,1.751389e-08,6.473611e-08,6.118611e-08,5.777312e-08,6.944444e-08
8283600,1.670556e-08,6.392778e-08,6.118611e-08,5.777312e-08,6.944444e-08
8287200,1.525e-08,6.247222e-08,6.118611e-08,5.777312e-08,6.944444e-08
8290800,1.823333e-08,6.545556e-08,6.118611e-08,5.777312e-08,6.944444e-08
8294400,1.563333e-08,6.285556e-08,6.425903e-08,5.777312e-08,6.944444e-08
8298000,1.520833e-08,6.243056e-08,6.425903e-08,5.777312e-08,6.944444e-08
8301600,1.401389e-08,6.123611e-08,6.425903e-08,5.777312e-08,6.944444e-08
8305200,1.363056e-08,6.085278e-08,6.425903e-08,5.777312e-08,6.944444e-08
8308800,1.446389e-08,6.168611e-08,6.425903e-08,5.777312e-08,6.944444e-08
8312400,1.763333e-08,6.485556e-08,6.425903e-08,5.777312e-08,6.944444e-08
8316000,2.021667e-08,6.743889e-08,6.425903e-08,5.777312e-08,6.944444e-08
8319600,2.075278e-08,6.7975e-08,6.425903e-08,5.777312e-08,6.944444e-08
8323200,1.606944e-08,6.329167e-08,6.425903e-08,5.777312e-08,6.944444e-08
8326800,1.400556e-08,6.122778e-08,6.425903e-08,5.777312e-08,6.944444e-08
8330400,1.363889e-08,6.086111e-08,6.425903e-08,5.777312e-08,6.944444e-08
8334000,1.200556e-08,5.922778e-08,6.425903e-08,5.777312e-08,6.944444e-08
8337600,1.436944e-08,6.159167e-08,6.425903e-08,5.777312e-08,6.944444e-08
8341200,1.420556e-08,6.142778e-08,6.425903e-08,5.777312e-08,6.944444e-08
8344800,1.4475e-08,6.169722e-08,6.425903e-08,5.777312e-08,6.944444e-08
8348400,1.433611e-08,6.155833e-08,6.425903e-08,5.777312e-08,6.944444e-08
8352000,1.486389e-08,6.208611e-08,6.425903e-08,5.777312e-08,6.944444e-08
8355600,1.598056e-08,6.320278e-08,6.425903e-08,5.777312e-08,6.944444e-08
8359200,2.269167e-08,6.991389e-08,6.425903e-08,5.777312e-08,6.944444e-08
8362800,2.080833e-08,6.803056e-08,6.425903e-08,5.777312e-08,6.944444e-08
8366400,2.093333e-08,6.815556e-08,6.425903e-08,5.777312e-08,6.944444e-08
8370000,1.801111e-08,6.523333e-08,6.425903e-08,5.777312e-08,6.944444e-08
8373600,3.078889e-08,7.801111e-08,6.425903e-08,5.777312e-08,6.944444e-08
8377200,2.014722e-08,6.736944e-08,6.425903e-08,5.777312e-08,6.944444e-08
8380800,1.583056e-08,6.305278e-08,6.490428e-08,5.777312e-08,6.944444e-08
8384400,1.5775e-08,6.299722e-08,6.490428e-08,5.777312e-08,6.944444e-08
8388000,1.577222e-08,6.299444e-08,6.490428e-08,5.777312e-08,6.944444e-08
8391600,1.588611e-08,6.310833e-08,6.490428e-08,5.777312e-08,6.944444e-08
8395200,1.623611e-08,6.345833e-08,6.490428e-08,5.777312e-08,6.944444e-08
8398800,1.863611e-08,6.585833e-08,6.490428e-08,5.777312e-08,6.944444e-08
8402400,2.057222e-08,6.779444e-08,6.490428e-08,5.777312e-08,6.944444e-08
8406000,2.757222e-08,7.479444e-08,6.490428e-08,5.777312e-08,6.944444e-08
8409600,2.119167e-08,6.841389e-08,6.490428e-08,5.777312e-08,6.944444e-08
8413200,1.861944e-08,6.584167e-08,6.490428e-08,5.777312e-08,6.944444e-08
8416800,1.777222e-08,6.499444e-08,6.490428e-08,5.777312e-08,6.944444e-08
8420400,1.720278e-08,6.4425e-08,6.490428e-08,5.777312e-08,6.944444e-08
8424000,1.649722e-08,6.371944e-08,6.490428e-08,5.777312e-08,6.944444e-08
8427600,1.586389e-08,6.308611e-08,6.490428e-08,5.777312e-08,6.944444e-08
8431200,1.508611e-08,6.230833e-08,6.490428e-08,5.777312e-08,6.944444e-08
8434800,1.446667e-08,6.168889e-08,6.490428e-08,5.777312e-08,6.944444e-08
8438400,1.609167e-08,6.331389e-08,6.490428e-08,5.777312e-08,6.944444e-08
8442000,1.86e-08,6.582222e-08,6.490428e-08,5.777312e-08,6.944444e-08
8445600,2.191667e-08,6.913889e-08,6.490428e-08,5.777312e-08,6.944444e-08
8449200,2.182222e-08,6.904444e-08,6.490428e-08,5.777312e-08,6.944444e-08
8452800,1.846667e-08,6.568889e-08,6.490428e-08,5.777312e-08,6.944444e-08
8456400,1.703889e-08,6.426111e-08,6.490428e-08,5.777312e-08,6.944444e-08
8460000,1.605833e-08,6.328056e-08,6.490428e-08,5.777312e-08,6.944444e-08
8463600,1.139444e-08,5.861667e-08,6.490428e-08,5.777312e-08,6.944444e-08
8467200,1.394444e-08,6.116667e-08,6.529618e-08,6.548199e-08,6.944444e-08
8470800,1.388889e-08,6.111111e-08,6.529618e-08,6.548199e-08,6.944444e-08
8474400,1.486944e-08,6.209167e-08,6.529618e-08,6.548199e-08,6.944444e-08
8478000,1.502778e-08,6.225e-08,6.529618e-08,6.548199e-08,6.944444e-08
8481600,1.615833e-08,6.338056e-08,6.529618e-08,6.548199e-08,6.944444e-08
8485200,1.770556e-08,6.492778e-08,6.529618e-08,6.548199e-08,6.944444e-08
8488800,1.918333e-08,6.640556e-08,6.529618e-08,6.548199e-08,6.944444e-08
8492400,2.386944e-08,7.109167e-08,6.529618e-08,6.548199e-08,6.944444e-08
8496000,1.949444e-08,6.671667e-08,6.529618e-08,6.548199e-08,6.944444e-08
8499600,1.777778e-08,6.5e-08,6.529618e-08,6.548199e-08,6.944444e-08
8503200,1.664722e-08,6.386944e-08,6.529618e-08,6.548199e-08,6.944444e-08
8506800,1.641667e-08,6.363889e-08,6.529618e-08,6.548199e-08,6.944444e-08
8510400,1.636111e-08,6.358333e-08,6.529618e-08,6.548199e-08,6.944444e-08
8514000,1.661111e-08,6.383333e-08,6.529618e-08,6.548199e-08,6.944444e-08
8517600,1.505833e-08,6.228056e-08,6.529618e-08,6.548199e-08,6.944444e-08
8521200,1.614444e-08,6.336667e-08,6.529618e-08,6.548199e-08,6.944444e-08
8524800,1.775833e-08,6.498056e-08,6.529618e-08,6.548199e-08,6.944444e-08
