#1 
double data(9504,6) 
#Time [s], Belpex electricity price [Euro/J], Dynamic consumer price [Euro/J], Dynamic consumer price daily average [Euro/J], Dynamic consumer price weekly average [Euro/J], Dynamic consumer price yearly median [Euro/J]
1.38888e+07,2.571389e-08,7.293611e-08,6.904757e-08,6.729507e-08,6.944444e-08
1.38924e+07,2.549722e-08,7.271944e-08,6.904757e-08,6.729507e-08,6.944444e-08
1.3896e+07,2.4875e-08,7.209722e-08,6.904757e-08,6.729507e-08,6.944444e-08
1.38996e+07,2.423611e-08,7.145833e-08,6.904757e-08,6.729507e-08,6.944444e-08
1.39032e+07,2.249167e-08,6.971389e-08,6.904757e-08,6.729507e-08,6.944444e-08
1.39068e+07,2.270833e-08,6.993056e-08,6.904757e-08,6.729507e-08,6.944444e-08
1.39104e+07,2.079722e-08,6.801944e-08,6.877766e-08,6.644542e-08,6.944444e-08
1.3914e+07,1.891667e-08,6.613889e-08,6.877766e-08,6.644542e-08,6.944444e-08
1.39176e+07,1.849444e-08,6.571667e-08,6.877766e-08,6.644542e-08,6.944444e-08
1.39212e+07,1.8425e-08,6.564722e-08,6.877766e-08,6.644542e-08,6.944444e-08
1.39248e+07,1.948611e-08,6.670833e-08,6.877766e-08,6.644542e-08,6.944444e-08
1.39284e+07,2.325e-08,7.047222e-08,6.877766e-08,6.644542e-08,6.944444e-08
1.3932e+07,2.591944e-08,7.314167e-08,6.877766e-08,6.644542e-08,6.944444e-08
1.39356e+07,2.562778e-08,7.285e-08,6.877766e-08,6.644542e-08,6.944444e-08
1.39392e+07,2.3625e-08,7.084722e-08,6.877766e-08,6.644542e-08,6.944444e-08
1.39428e+07,2.136667e-08,6.858889e-08,6.877766e-08,6.644542e-08,6.944444e-08
1.39464e+07,2.055556e-08,6.777778e-08,6.877766e-08,6.644542e-08,6.944444e-08
1.395e+07,2.095278e-08,6.8175e-08,6.877766e-08,6.644542e-08,6.944444e-08
1.39536e+07,1.888333e-08,6.610556e-08,6.877766e-08,6.644542e-08,6.944444e-08
1.39572e+07,1.819167e-08,6.541389e-08,6.877766e-08,6.644542e-08,6.944444e-08
1.39608e+07,1.801944e-08,6.524167e-08,6.877766e-08,6.644542e-08,6.944444e-08
1.39644e+07,1.873611e-08,6.595833e-08,6.877766e-08,6.644542e-08,6.944444e-08
1.3968e+07,2.137778e-08,6.86e-08,6.877766e-08,6.644542e-08,6.944444e-08
1.39716e+07,2.305e-08,7.027222e-08,6.877766e-08,6.644542e-08,6.944444e-08
1.39752e+07,2.446389e-08,7.168611e-08,6.877766e-08,6.644542e-08,6.944444e-08
1.39788e+07,2.497778e-08,7.22e-08,6.877766e-08,6.644542e-08,6.944444e-08
1.39824e+07,2.446389e-08,7.168611e-08,6.877766e-08,6.644542e-08,6.944444e-08
1.3986e+07,2.373889e-08,7.096111e-08,6.877766e-08,6.644542e-08,6.944444e-08
1.39896e+07,2.218889e-08,6.941111e-08,6.877766e-08,6.644542e-08,6.944444e-08
1.39932e+07,2.182222e-08,6.904444e-08,6.877766e-08,6.644542e-08,6.944444e-08
1.39968e+07,1.960556e-08,6.682778e-08,6.153206e-08,6.644542e-08,6.944444e-08
1.40004e+07,1.832778e-08,6.555e-08,6.153206e-08,6.644542e-08,6.944444e-08
1.4004e+07,1.721111e-08,6.443333e-08,6.153206e-08,6.644542e-08,6.944444e-08
1.40076e+07,1.671389e-08,6.393611e-08,6.153206e-08,6.644542e-08,6.944444e-08
1.40112e+07,1.641111e-08,6.363333e-08,6.153206e-08,6.644542e-08,6.944444e-08
1.40148e+07,1.642222e-08,6.364444e-08,6.153206e-08,6.644542e-08,6.944444e-08
1.40184e+07,1.795556e-08,6.517778e-08,6.153206e-08,6.644542e-08,6.944444e-08
1.4022e+07,1.854444e-08,6.576667e-08,6.153206e-08,6.644542e-08,6.944444e-08
1.40256e+07,1.723333e-08,6.445556e-08,6.153206e-08,6.644542e-08,6.944444e-08
1.40292e+07,1.367778e-08,6.09e-08,6.153206e-08,6.644542e-08,6.944444e-08
1.40328e+07,8.972222e-09,5.619444e-08,6.153206e-08,6.644542e-08,6.944444e-08
1.40364e+07,5.594444e-09,5.281667e-08,6.153206e-08,6.644542e-08,6.944444e-08
1.404e+07,8.194444e-10,4.804167e-08,6.153206e-08,6.644542e-08,6.944444e-08
1.40436e+07,-2.875e-09,4.434722e-08,6.153206e-08,6.644542e-08,6.944444e-08
1.40472e+07,-3.863889e-09,4.335833e-08,6.153206e-08,6.644542e-08,6.944444e-08
1.40508e+07,-2.102778e-09,4.511944e-08,6.153206e-08,6.644542e-08,6.944444e-08
1.40544e+07,2.344444e-09,4.956667e-08,6.153206e-08,6.644542e-08,6.944444e-08
1.4058e+07,1.129722e-08,5.851944e-08,6.153206e-08,6.644542e-08,6.944444e-08
1.40616e+07,1.867778e-08,6.59e-08,6.153206e-08,6.644542e-08,6.944444e-08
1.40652e+07,1.974167e-08,6.696389e-08,6.153206e-08,6.644542e-08,6.944444e-08
1.40688e+07,2.808611e-08,7.530833e-08,6.153206e-08,6.644542e-08,6.944444e-08
1.40724e+07,2.991389e-08,7.713611e-08,6.153206e-08,6.644542e-08,6.944444e-08
1.4076e+07,3.19e-08,7.912222e-08,6.153206e-08,6.644542e-08,6.944444e-08
1.40796e+07,2.282778e-08,7.005e-08,6.153206e-08,6.644542e-08,6.944444e-08
1.40832e+07,1.335556e-08,6.057778e-08,5.515509e-08,6.644542e-08,6.944444e-08
1.40868e+07,8.769444e-09,5.599167e-08,5.515509e-08,6.644542e-08,6.944444e-08
1.40904e+07,5.136111e-09,5.235833e-08,5.515509e-08,6.644542e-08,6.944444e-08
1.4094e+07,4.961111e-09,5.218333e-08,5.515509e-08,6.644542e-08,6.944444e-08
1.40976e+07,4.438889e-09,5.166111e-08,5.515509e-08,6.644542e-08,6.944444e-08
1.41012e+07,4.519444e-09,5.174167e-08,5.515509e-08,6.644542e-08,6.944444e-08
1.41048e+07,7.238889e-09,5.446111e-08,5.515509e-08,6.644542e-08,6.944444e-08
1.41084e+07,2.386111e-09,4.960833e-08,5.515509e-08,6.644542e-08,6.944444e-08
1.4112e+07,1.597222e-09,4.881944e-08,5.515509e-08,6.644542e-08,6.944444e-08
1.41156e+07,2.777778e-12,4.7225e-08,5.515509e-08,6.644542e-08,6.944444e-08
1.41192e+07,2.777778e-12,4.7225e-08,5.515509e-08,6.644542e-08,6.944444e-08
1.41228e+07,-2.777778e-12,4.721944e-08,5.515509e-08,6.644542e-08,6.944444e-08
1.41264e+07,-6.5e-09,4.072222e-08,5.515509e-08,6.644542e-08,6.944444e-08
1.413e+07,-1.02e-08,3.702222e-08,5.515509e-08,6.644542e-08,6.944444e-08
1.41336e+07,-5.836111e-09,4.138611e-08,5.515509e-08,6.644542e-08,6.944444e-08
1.41372e+07,-5.472222e-10,4.6675e-08,5.515509e-08,6.644542e-08,6.944444e-08
1.41408e+07,3.802778e-09,5.1025e-08,5.515509e-08,6.644542e-08,6.944444e-08
1.41444e+07,1.841111e-08,6.563333e-08,5.515509e-08,6.644542e-08,6.944444e-08
1.4148e+07,2.2525e-08,6.974722e-08,5.515509e-08,6.644542e-08,6.944444e-08
1.41516e+07,2.361111e-08,7.083333e-08,5.515509e-08,6.644542e-08,6.944444e-08
1.41552e+07,2.930556e-08,7.652778e-08,5.515509e-08,6.644542e-08,6.944444e-08
1.41588e+07,2.353056e-08,7.075278e-08,5.515509e-08,6.644542e-08,6.944444e-08
1.41624e+07,2.083611e-08,6.805833e-08,5.515509e-08,6.644542e-08,6.944444e-08
1.4166e+07,1.904444e-08,6.626667e-08,5.515509e-08,6.644542e-08,6.944444e-08
1.41696e+07,1.783333e-08,6.505556e-08,6.847211e-08,6.644542e-08,6.944444e-08
1.41732e+07,1.740833e-08,6.463056e-08,6.847211e-08,6.644542e-08,6.944444e-08
1.41768e+07,1.875e-08,6.597222e-08,6.847211e-08,6.644542e-08,6.944444e-08
1.41804e+07,1.783333e-08,6.505556e-08,6.847211e-08,6.644542e-08,6.944444e-08
1.4184e+07,1.768889e-08,6.491111e-08,6.847211e-08,6.644542e-08,6.944444e-08
1.41876e+07,2.164167e-08,6.886389e-08,6.847211e-08,6.644542e-08,6.944444e-08
1.41912e+07,2.708333e-08,7.430556e-08,6.847211e-08,6.644542e-08,6.944444e-08
1.41948e+07,2.583333e-08,7.305556e-08,6.847211e-08,6.644542e-08,6.944444e-08
1.41984e+07,2.325e-08,7.047222e-08,6.847211e-08,6.644542e-08,6.944444e-08
1.4202e+07,1.910833e-08,6.633056e-08,6.847211e-08,6.644542e-08,6.944444e-08
1.42056e+07,1.805556e-08,6.527778e-08,6.847211e-08,6.644542e-08,6.944444e-08
1.42092e+07,1.670833e-08,6.393056e-08,6.847211e-08,6.644542e-08,6.944444e-08
1.42128e+07,1.625556e-08,6.347778e-08,6.847211e-08,6.644542e-08,6.944444e-08
1.42164e+07,1.648056e-08,6.370278e-08,6.847211e-08,6.644542e-08,6.944444e-08
1.422e+07,1.746389e-08,6.468611e-08,6.847211e-08,6.644542e-08,6.944444e-08
1.42236e+07,1.901944e-08,6.624167e-08,6.847211e-08,6.644542e-08,6.944444e-08
1.42272e+07,2.28e-08,7.002222e-08,6.847211e-08,6.644542e-08,6.944444e-08
1.42308e+07,2.468056e-08,7.190278e-08,6.847211e-08,6.644542e-08,6.944444e-08
1.42344e+07,2.638889e-08,7.361111e-08,6.847211e-08,6.644542e-08,6.944444e-08
1.4238e+07,2.921389e-08,7.643611e-08,6.847211e-08,6.644542e-08,6.944444e-08
1.42416e+07,2.638889e-08,7.361111e-08,6.847211e-08,6.644542e-08,6.944444e-08
1.42452e+07,2.5e-08,7.222222e-08,6.847211e-08,6.644542e-08,6.944444e-08
1.42488e+07,2.338333e-08,7.060556e-08,6.847211e-08,6.644542e-08,6.944444e-08
1.42524e+07,2.172778e-08,6.895e-08,6.847211e-08,6.644542e-08,6.944444e-08
1.4256e+07,1.986667e-08,6.708889e-08,7.012407e-08,6.644542e-08,6.944444e-08
1.42596e+07,1.919444e-08,6.641667e-08,7.012407e-08,6.644542e-08,6.944444e-08
1.42632e+07,1.889722e-08,6.611944e-08,7.012407e-08,6.644542e-08,6.944444e-08
1.42668e+07,1.893889e-08,6.616111e-08,7.012407e-08,6.644542e-08,6.944444e-08
1.42704e+07,1.974722e-08,6.696944e-08,7.012407e-08,6.644542e-08,6.944444e-08
1.4274e+07,2.355e-08,7.077222e-08,7.012407e-08,6.644542e-08,6.944444e-08
1.42776e+07,2.598611e-08,7.320833e-08,7.012407e-08,6.644542e-08,6.944444e-08
1.42812e+07,2.689167e-08,7.411389e-08,7.012407e-08,6.644542e-08,6.944444e-08
1.42848e+07,2.5e-08,7.222222e-08,7.012407e-08,6.644542e-08,6.944444e-08
1.42884e+07,2.333056e-08,7.055278e-08,7.012407e-08,6.644542e-08,6.944444e-08
1.4292e+07,2.261111e-08,6.983333e-08,7.012407e-08,6.644542e-08,6.944444e-08
1.42956e+07,2.083056e-08,6.805278e-08,7.012407e-08,6.644542e-08,6.944444e-08
1.42992e+07,2.000278e-08,6.7225e-08,7.012407e-08,6.644542e-08,6.944444e-08
1.43028e+07,1.977778e-08,6.7e-08,7.012407e-08,6.644542e-08,6.944444e-08
1.43064e+07,2.027778e-08,6.75e-08,7.012407e-08,6.644542e-08,6.944444e-08
1.431e+07,2.194722e-08,6.916944e-08,7.012407e-08,6.644542e-08,6.944444e-08
1.43136e+07,2.377778e-08,7.1e-08,7.012407e-08,6.644542e-08,6.944444e-08
1.43172e+07,2.627778e-08,7.35e-08,7.012407e-08,6.644542e-08,6.944444e-08
1.43208e+07,2.777778e-08,7.5e-08,7.012407e-08,6.644542e-08,6.944444e-08
1.43244e+07,2.777778e-08,7.5e-08,7.012407e-08,6.644542e-08,6.944444e-08
1.4328e+07,2.704444e-08,7.426667e-08,7.012407e-08,6.644542e-08,6.944444e-08
1.43316e+07,2.549167e-08,7.271389e-08,7.012407e-08,6.644542e-08,6.944444e-08
1.43352e+07,2.309444e-08,7.031667e-08,7.012407e-08,6.644542e-08,6.944444e-08
1.43388e+07,2.155278e-08,6.8775e-08,7.012407e-08,6.644542e-08,6.944444e-08
1.43424e+07,1.965833e-08,6.688056e-08,7.14912e-08,6.644542e-08,6.944444e-08
1.4346e+07,1.970833e-08,6.693056e-08,7.14912e-08,6.644542e-08,6.944444e-08
1.43496e+07,1.858333e-08,6.580556e-08,7.14912e-08,6.644542e-08,6.944444e-08
1.43532e+07,1.904722e-08,6.626944e-08,7.14912e-08,6.644542e-08,6.944444e-08
1.43568e+07,1.971667e-08,6.693889e-08,7.14912e-08,6.644542e-08,6.944444e-08
1.43604e+07,2.377222e-08,7.099444e-08,7.14912e-08,6.644542e-08,6.944444e-08
1.4364e+07,2.758056e-08,7.480278e-08,7.14912e-08,6.644542e-08,6.944444e-08
1.43676e+07,2.777778e-08,7.5e-08,7.14912e-08,6.644542e-08,6.944444e-08
1.43712e+07,2.554167e-08,7.276389e-08,7.14912e-08,6.644542e-08,6.944444e-08
1.43748e+07,2.333056e-08,7.055278e-08,7.14912e-08,6.644542e-08,6.944444e-08
1.43784e+07,2.273889e-08,6.996111e-08,7.14912e-08,6.644542e-08,6.944444e-08
1.4382e+07,2.242778e-08,6.965e-08,7.14912e-08,6.644542e-08,6.944444e-08
1.43856e+07,2.166111e-08,6.888333e-08,7.14912e-08,6.644542e-08,6.944444e-08
1.43892e+07,2.221944e-08,6.944167e-08,7.14912e-08,6.644542e-08,6.944444e-08
1.43928e+07,2.249167e-08,6.971389e-08,7.14912e-08,6.644542e-08,6.944444e-08
1.43964e+07,2.375e-08,7.097222e-08,7.14912e-08,6.644542e-08,6.944444e-08
1.44e+07,2.573333e-08,7.295556e-08,7.14912e-08,6.644542e-08,6.944444e-08
1.44036e+07,2.848056e-08,7.570278e-08,7.14912e-08,6.644542e-08,6.944444e-08
1.44072e+07,3.279167e-08,8.001389e-08,7.14912e-08,6.644542e-08,6.944444e-08
1.44108e+07,3.098056e-08,7.820278e-08,7.14912e-08,6.644542e-08,6.944444e-08
1.44144e+07,2.801111e-08,7.523333e-08,7.14912e-08,6.644542e-08,6.944444e-08
1.4418e+07,2.9325e-08,7.654722e-08,7.14912e-08,6.644542e-08,6.944444e-08
1.44216e+07,2.871667e-08,7.593889e-08,7.14912e-08,6.644542e-08,6.944444e-08
1.44252e+07,1.841111e-08,6.563333e-08,7.14912e-08,6.644542e-08,6.944444e-08
1.44288e+07,1.833333e-08,6.555556e-08,6.956574e-08,6.644542e-08,6.944444e-08
1.44324e+07,1.781389e-08,6.503611e-08,6.956574e-08,6.644542e-08,6.944444e-08
1.4436e+07,1.741944e-08,6.464167e-08,6.956574e-08,6.644542e-08,6.944444e-08
1.44396e+07,1.744444e-08,6.466667e-08,6.956574e-08,6.644542e-08,6.944444e-08
1.44432e+07,1.807778e-08,6.53e-08,6.956574e-08,6.644542e-08,6.944444e-08
1.44468e+07,1.992222e-08,6.714444e-08,6.956574e-08,6.644542e-08,6.944444e-08
1.44504e+07,2.613333e-08,7.335556e-08,6.956574e-08,6.644542e-08,6.944444e-08
1.4454e+07,2.75e-08,7.472222e-08,6.956574e-08,6.644542e-08,6.944444e-08
1.44576e+07,2.432222e-08,7.154444e-08,6.956574e-08,6.644542e-08,6.944444e-08
1.44612e+07,2.171389e-08,6.893611e-08,6.956574e-08,6.644542e-08,6.944444e-08
1.44648e+07,1.998056e-08,6.720278e-08,6.956574e-08,6.644542e-08,6.944444e-08
1.44684e+07,2.001944e-08,6.724167e-08,6.956574e-08,6.644542e-08,6.944444e-08
1.4472e+07,2.022222e-08,6.744444e-08,6.956574e-08,6.644542e-08,6.944444e-08
1.44756e+07,2.066389e-08,6.788611e-08,6.956574e-08,6.644542e-08,6.944444e-08
1.44792e+07,2.026667e-08,6.748889e-08,6.956574e-08,6.644542e-08,6.944444e-08
1.44828e+07,2.030833e-08,6.753056e-08,6.956574e-08,6.644542e-08,6.944444e-08
1.44864e+07,2.354722e-08,7.076944e-08,6.956574e-08,6.644542e-08,6.944444e-08
1.449e+07,2.581944e-08,7.304167e-08,6.956574e-08,6.644542e-08,6.944444e-08
1.44936e+07,3.1175e-08,7.839722e-08,6.956574e-08,6.644542e-08,6.944444e-08
1.44972e+07,2.873889e-08,7.596111e-08,6.956574e-08,6.644542e-08,6.944444e-08
1.45008e+07,2.7475e-08,7.469722e-08,6.956574e-08,6.644542e-08,6.944444e-08
1.45044e+07,2.528611e-08,7.250833e-08,6.956574e-08,6.644542e-08,6.944444e-08
1.4508e+07,2.2825e-08,7.004722e-08,6.956574e-08,6.644542e-08,6.944444e-08
1.45116e+07,2.123611e-08,6.845833e-08,6.956574e-08,6.644542e-08,6.944444e-08
1.45152e+07,1.943611e-08,6.665833e-08,6.947396e-08,6.910185e-08,6.944444e-08
1.45188e+07,1.863056e-08,6.585278e-08,6.947396e-08,6.910185e-08,6.944444e-08
1.45224e+07,1.810833e-08,6.533056e-08,6.947396e-08,6.910185e-08,6.944444e-08
1.4526e+07,1.835833e-08,6.558056e-08,6.947396e-08,6.910185e-08,6.944444e-08
1.45296e+07,1.947222e-08,6.669444e-08,6.947396e-08,6.910185e-08,6.944444e-08
1.45332e+07,2.376944e-08,7.099167e-08,6.947396e-08,6.910185e-08,6.944444e-08
1.45368e+07,2.695833e-08,7.418056e-08,6.947396e-08,6.910185e-08,6.944444e-08
1.45404e+07,2.778333e-08,7.500556e-08,6.947396e-08,6.910185e-08,6.944444e-08
1.4544e+07,2.638889e-08,7.361111e-08,6.947396e-08,6.910185e-08,6.944444e-08
1.45476e+07,2.336111e-08,7.058333e-08,6.947396e-08,6.910185e-08,6.944444e-08
1.45512e+07,2.25e-08,6.972222e-08,6.947396e-08,6.910185e-08,6.944444e-08
1.45548e+07,2.011111e-08,6.733333e-08,6.947396e-08,6.910185e-08,6.944444e-08
1.45584e+07,1.653056e-08,6.375278e-08,6.947396e-08,6.910185e-08,6.944444e-08
1.4562e+07,1.865278e-08,6.5875e-08,6.947396e-08,6.910185e-08,6.944444e-08
1.45656e+07,1.880556e-08,6.602778e-08,6.947396e-08,6.910185e-08,6.944444e-08
1.45692e+07,1.833333e-08,6.555556e-08,6.947396e-08,6.910185e-08,6.944444e-08
1.45728e+07,2.329167e-08,7.051389e-08,6.947396e-08,6.910185e-08,6.944444e-08
1.45764e+07,2.530556e-08,7.252778e-08,6.947396e-08,6.910185e-08,6.944444e-08
1.458e+07,2.694444e-08,7.416667e-08,6.947396e-08,6.910185e-08,6.944444e-08
1.45836e+07,2.691944e-08,7.414167e-08,6.947396e-08,6.910185e-08,6.944444e-08
1.45872e+07,2.565833e-08,7.288056e-08,6.947396e-08,6.910185e-08,6.944444e-08
1.45908e+07,2.385e-08,7.107222e-08,6.947396e-08,6.910185e-08,6.944444e-08
1.45944e+07,2.260278e-08,6.9825e-08,6.947396e-08,6.910185e-08,6.944444e-08
1.4598e+07,2.226944e-08,6.949167e-08,6.947396e-08,6.910185e-08,6.944444e-08
1.46016e+07,2.061944e-08,6.784167e-08,6.741574e-08,6.910185e-08,6.944444e-08
1.46052e+07,1.981944e-08,6.704167e-08,6.741574e-08,6.910185e-08,6.944444e-08
1.46088e+07,1.946389e-08,6.668611e-08,6.741574e-08,6.910185e-08,6.944444e-08
1.46124e+07,1.869444e-08,6.591667e-08,6.741574e-08,6.910185e-08,6.944444e-08
1.4616e+07,1.803056e-08,6.525278e-08,6.741574e-08,6.910185e-08,6.944444e-08
1.46196e+07,1.834444e-08,6.556667e-08,6.741574e-08,6.910185e-08,6.944444e-08
1.46232e+07,2.041667e-08,6.763889e-08,6.741574e-08,6.910185e-08,6.944444e-08
1.46268e+07,2.065833e-08,6.788056e-08,6.741574e-08,6.910185e-08,6.944444e-08
1.46304e+07,1.880278e-08,6.6025e-08,6.741574e-08,6.910185e-08,6.944444e-08
1.4634e+07,1.936944e-08,6.659167e-08,6.741574e-08,6.910185e-08,6.944444e-08
1.46376e+07,1.825e-08,6.547222e-08,6.741574e-08,6.910185e-08,6.944444e-08
1.46412e+07,1.854444e-08,6.576667e-08,6.741574e-08,6.910185e-08,6.944444e-08
1.46448e+07,1.750278e-08,6.4725e-08,6.741574e-08,6.910185e-08,6.944444e-08
1.46484e+07,1.669722e-08,6.391944e-08,6.741574e-08,6.910185e-08,6.944444e-08
1.4652e+07,1.696667e-08,6.418889e-08,6.741574e-08,6.910185e-08,6.944444e-08
1.46556e+07,1.808333e-08,6.530556e-08,6.741574e-08,6.910185e-08,6.944444e-08
1.46592e+07,2.027778e-08,6.75e-08,6.741574e-08,6.910185e-08,6.944444e-08
1.46628e+07,2.25e-08,6.972222e-08,6.741574e-08,6.910185e-08,6.944444e-08
1.46664e+07,2.472222e-08,7.194444e-08,6.741574e-08,6.910185e-08,6.944444e-08
1.467e+07,2.576389e-08,7.298611e-08,6.741574e-08,6.910185e-08,6.944444e-08
1.46736e+07,2.499444e-08,7.221667e-08,6.741574e-08,6.910185e-08,6.944444e-08
1.46772e+07,2.332778e-08,7.055e-08,6.741574e-08,6.910185e-08,6.944444e-08
1.46808e+07,2.168056e-08,6.890278e-08,6.741574e-08,6.910185e-08,6.944444e-08
1.46844e+07,2.111389e-08,6.833611e-08,6.741574e-08,6.910185e-08,6.944444e-08
1.4688e+07,1.855556e-08,6.577778e-08,6.358322e-08,6.910185e-08,6.944444e-08
1.46916e+07,1.751111e-08,6.473333e-08,6.358322e-08,6.910185e-08,6.944444e-08
1.46952e+07,1.6675e-08,6.389722e-08,6.358322e-08,6.910185e-08,6.944444e-08
1.46988e+07,1.525833e-08,6.248056e-08,6.358322e-08,6.910185e-08,6.944444e-08
1.47024e+07,1.447222e-08,6.169444e-08,6.358322e-08,6.910185e-08,6.944444e-08
1.4706e+07,1.436944e-08,6.159167e-08,6.358322e-08,6.910185e-08,6.944444e-08
1.47096e+07,1.516111e-08,6.238333e-08,6.358322e-08,6.910185e-08,6.944444e-08
1.47132e+07,1.527778e-08,6.25e-08,6.358322e-08,6.910185e-08,6.944444e-08
1.47168e+07,1.527778e-08,6.25e-08,6.358322e-08,6.910185e-08,6.944444e-08
1.47204e+07,1.394444e-08,6.116667e-08,6.358322e-08,6.910185e-08,6.944444e-08
1.4724e+07,1.2675e-08,5.989722e-08,6.358322e-08,6.910185e-08,6.944444e-08
1.47276e+07,1.106944e-08,5.829167e-08,6.358322e-08,6.910185e-08,6.944444e-08
1.47312e+07,7.555556e-09,5.477778e-08,6.358322e-08,6.910185e-08,6.944444e-08
1.47348e+07,6.588889e-09,5.381111e-08,6.358322e-08,6.910185e-08,6.944444e-08
1.47384e+07,7.497222e-09,5.471944e-08,6.358322e-08,6.910185e-08,6.944444e-08
1.4742e+07,1.336111e-08,6.058333e-08,6.358322e-08,6.910185e-08,6.944444e-08
1.47456e+07,1.68e-08,6.402222e-08,6.358322e-08,6.910185e-08,6.944444e-08
1.47492e+07,1.945833e-08,6.668056e-08,6.358322e-08,6.910185e-08,6.944444e-08
1.47528e+07,2.581667e-08,7.303889e-08,6.358322e-08,6.910185e-08,6.944444e-08
1.47564e+07,2.556944e-08,7.279167e-08,6.358322e-08,6.910185e-08,6.944444e-08
1.476e+07,2.445833e-08,7.168056e-08,6.358322e-08,6.910185e-08,6.944444e-08
1.47636e+07,2.448056e-08,7.170278e-08,6.358322e-08,6.910185e-08,6.944444e-08
1.47672e+07,2.25e-08,6.972222e-08,6.358322e-08,6.910185e-08,6.944444e-08
1.47708e+07,1.833056e-08,6.555278e-08,6.358322e-08,6.910185e-08,6.944444e-08
1.47744e+07,1.748889e-08,6.471111e-08,6.887986e-08,6.910185e-08,6.944444e-08
1.4778e+07,1.695278e-08,6.4175e-08,6.887986e-08,6.910185e-08,6.944444e-08
1.47816e+07,1.636111e-08,6.358333e-08,6.887986e-08,6.910185e-08,6.944444e-08
1.47852e+07,1.628333e-08,6.350556e-08,6.887986e-08,6.910185e-08,6.944444e-08
1.47888e+07,1.736111e-08,6.458333e-08,6.887986e-08,6.910185e-08,6.944444e-08
1.47924e+07,2.113889e-08,6.836111e-08,6.887986e-08,6.910185e-08,6.944444e-08
1.4796e+07,2.470556e-08,7.192778e-08,6.887986e-08,6.910185e-08,6.944444e-08
1.47996e+07,2.555556e-08,7.277778e-08,6.887986e-08,6.910185e-08,6.944444e-08
1.48032e+07,2.5e-08,7.222222e-08,6.887986e-08,6.910185e-08,6.944444e-08
1.48068e+07,2.396667e-08,7.118889e-08,6.887986e-08,6.910185e-08,6.944444e-08
1.48104e+07,2.277778e-08,7e-08,6.887986e-08,6.910185e-08,6.944444e-08
1.4814e+07,2.18e-08,6.902222e-08,6.887986e-08,6.910185e-08,6.944444e-08
1.48176e+07,1.9425e-08,6.664722e-08,6.887986e-08,6.910185e-08,6.944444e-08
1.48212e+07,1.870556e-08,6.592778e-08,6.887986e-08,6.910185e-08,6.944444e-08
1.48248e+07,2.001389e-08,6.723611e-08,6.887986e-08,6.910185e-08,6.944444e-08
1.48284e+07,2.086944e-08,6.809167e-08,6.887986e-08,6.910185e-08,6.944444e-08
1.4832e+07,2.303889e-08,7.026111e-08,6.887986e-08,6.910185e-08,6.944444e-08
1.48356e+07,2.471389e-08,7.193611e-08,6.887986e-08,6.910185e-08,6.944444e-08
1.48392e+07,2.605278e-08,7.3275e-08,6.887986e-08,6.910185e-08,6.944444e-08
1.48428e+07,2.613056e-08,7.335278e-08,6.887986e-08,6.910185e-08,6.944444e-08
1.48464e+07,2.535278e-08,7.2575e-08,6.887986e-08,6.910185e-08,6.944444e-08
1.485e+07,2.391389e-08,7.113611e-08,6.887986e-08,6.910185e-08,6.944444e-08
1.48536e+07,2.161111e-08,6.883333e-08,6.887986e-08,6.910185e-08,6.944444e-08
1.48572e+07,2.056389e-08,6.778611e-08,6.887986e-08,6.910185e-08,6.944444e-08
1.48608e+07,1.899444e-08,6.621667e-08,7.044097e-08,6.910185e-08,6.944444e-08
1.48644e+07,1.855556e-08,6.577778e-08,7.044097e-08,6.910185e-08,6.944444e-08
1.4868e+07,1.824444e-08,6.546667e-08,7.044097e-08,6.910185e-08,6.944444e-08
1.48716e+07,1.778889e-08,6.501111e-08,7.044097e-08,6.910185e-08,6.944444e-08
1.48752e+07,1.879722e-08,6.601944e-08,7.044097e-08,6.910185e-08,6.944444e-08
1.48788e+07,2.307778e-08,7.03e-08,7.044097e-08,6.910185e-08,6.944444e-08
1.48824e+07,2.604444e-08,7.326667e-08,7.044097e-08,6.910185e-08,6.944444e-08
1.4886e+07,2.666667e-08,7.388889e-08,7.044097e-08,6.910185e-08,6.944444e-08
1.48896e+07,2.601389e-08,7.323611e-08,7.044097e-08,6.910185e-08,6.944444e-08
1.48932e+07,2.526944e-08,7.249167e-08,7.044097e-08,6.910185e-08,6.944444e-08
1.48968e+07,2.502778e-08,7.225e-08,7.044097e-08,6.910185e-08,6.944444e-08
1.49004e+07,2.457778e-08,7.18e-08,7.044097e-08,6.910185e-08,6.944444e-08
1.4904e+07,2.330556e-08,7.052778e-08,7.044097e-08,6.910185e-08,6.944444e-08
1.49076e+07,2.224167e-08,6.946389e-08,7.044097e-08,6.910185e-08,6.944444e-08
1.49112e+07,2.270278e-08,6.9925e-08,7.044097e-08,6.910185e-08,6.944444e-08
1.49148e+07,2.289167e-08,7.011389e-08,7.044097e-08,6.910185e-08,6.944444e-08
1.49184e+07,2.498611e-08,7.220833e-08,7.044097e-08,6.910185e-08,6.944444e-08
1.4922e+07,2.570278e-08,7.2925e-08,7.044097e-08,6.910185e-08,6.944444e-08
1.49256e+07,2.663611e-08,7.385833e-08,7.044097e-08,6.910185e-08,6.944444e-08
1.49292e+07,2.605e-08,7.327222e-08,7.044097e-08,6.910185e-08,6.944444e-08
