#1 
double data(8760,5) 
#Time [s], Emission intensity [kgCO2eq/J], Emission intensity daily average [kgCO2eq/J], Emission intensity weekly average [kgCO2eq/J], Emission intensity yearly median [kgCO2eq/J]
0,1.842366e-08,1.831292e-08,1.590137e-08,1.304167e-08
3600,1.854796e-08,1.831292e-08,1.590137e-08,1.304167e-08
7200,1.77323e-08,1.831292e-08,1.590137e-08,1.304167e-08
10800,1.777563e-08,1.831292e-08,1.590137e-08,1.304167e-08
14400,1.841702e-08,1.831292e-08,1.590137e-08,1.304167e-08
18000,1.758621e-08,1.831292e-08,1.590137e-08,1.304167e-08
21600,1.768548e-08,1.831292e-08,1.590137e-08,1.304167e-08
25200,1.881505e-08,1.831292e-08,1.590137e-08,1.304167e-08
28800,2.005091e-08,1.831292e-08,1.590137e-08,1.304167e-08
32400,1.974033e-08,1.831292e-08,1.590137e-08,1.304167e-08
36000,1.883585e-08,1.831292e-08,1.590137e-08,1.304167e-08
39600,1.785276e-08,1.831292e-08,1.590137e-08,1.304167e-08
43200,1.757798e-08,1.831292e-08,1.590137e-08,1.304167e-08
46800,1.768059e-08,1.831292e-08,1.590137e-08,1.304167e-08
50400,1.792622e-08,1.831292e-08,1.590137e-08,1.304167e-08
54000,1.87134e-08,1.831292e-08,1.590137e-08,1.304167e-08
57600,1.977305e-08,1.831292e-08,1.590137e-08,1.304167e-08
61200,1.908069e-08,1.831292e-08,1.590137e-08,1.304167e-08
64800,1.897321e-08,1.831292e-08,1.590137e-08,1.304167e-08
68400,1.89388e-08,1.831292e-08,1.590137e-08,1.304167e-08
72000,1.797263e-08,1.831292e-08,1.590137e-08,1.304167e-08
75600,1.693898e-08,1.831292e-08,1.590137e-08,1.304167e-08
79200,1.67378e-08,1.831292e-08,1.590137e-08,1.304167e-08
82800,1.773363e-08,1.831292e-08,1.590137e-08,1.304167e-08
86400,1.826481e-08,1.815264e-08,1.590137e-08,1.304167e-08
90000,1.857443e-08,1.815264e-08,1.590137e-08,1.304167e-08
93600,1.94657e-08,1.815264e-08,1.590137e-08,1.304167e-08
97200,1.844317e-08,1.815264e-08,1.590137e-08,1.304167e-08
100800,1.756678e-08,1.815264e-08,1.590137e-08,1.304167e-08
104400,1.870747e-08,1.815264e-08,1.590137e-08,1.304167e-08
108000,1.973225e-08,1.815264e-08,1.590137e-08,1.304167e-08
111600,1.918197e-08,1.815264e-08,1.590137e-08,1.304167e-08
115200,1.82434e-08,1.815264e-08,1.590137e-08,1.304167e-08
118800,1.817745e-08,1.815264e-08,1.590137e-08,1.304167e-08
122400,1.79815e-08,1.815264e-08,1.590137e-08,1.304167e-08
126000,1.797409e-08,1.815264e-08,1.590137e-08,1.304167e-08
129600,1.772253e-08,1.815264e-08,1.590137e-08,1.304167e-08
133200,1.77667e-08,1.815264e-08,1.590137e-08,1.304167e-08
136800,1.748914e-08,1.815264e-08,1.590137e-08,1.304167e-08
140400,1.758821e-08,1.815264e-08,1.590137e-08,1.304167e-08
144000,1.803124e-08,1.815264e-08,1.590137e-08,1.304167e-08
147600,1.814475e-08,1.815264e-08,1.590137e-08,1.304167e-08
151200,1.75358e-08,1.815264e-08,1.590137e-08,1.304167e-08
154800,1.681119e-08,1.815264e-08,1.590137e-08,1.304167e-08
158400,1.737054e-08,1.815264e-08,1.590137e-08,1.304167e-08
162000,1.754307e-08,1.815264e-08,1.590137e-08,1.304167e-08
165600,1.84407e-08,1.815264e-08,1.590137e-08,1.304167e-08
169200,1.890649e-08,1.815264e-08,1.590137e-08,1.304167e-08
172800,1.922939e-08,1.752871e-08,1.590137e-08,1.304167e-08
176400,1.892425e-08,1.752871e-08,1.590137e-08,1.304167e-08
180000,1.851033e-08,1.752871e-08,1.590137e-08,1.304167e-08
183600,1.842939e-08,1.752871e-08,1.590137e-08,1.304167e-08
187200,1.854916e-08,1.752871e-08,1.590137e-08,1.304167e-08
190800,1.833259e-08,1.752871e-08,1.590137e-08,1.304167e-08
194400,1.731697e-08,1.752871e-08,1.590137e-08,1.304167e-08
198000,1.916755e-08,1.752871e-08,1.590137e-08,1.304167e-08
201600,1.906338e-08,1.752871e-08,1.590137e-08,1.304167e-08
205200,1.92317e-08,1.752871e-08,1.590137e-08,1.304167e-08
208800,1.924407e-08,1.752871e-08,1.590137e-08,1.304167e-08
212400,1.893985e-08,1.752871e-08,1.590137e-08,1.304167e-08
216000,1.905863e-08,1.752871e-08,1.590137e-08,1.304167e-08
219600,1.89855e-08,1.752871e-08,1.590137e-08,1.304167e-08
223200,1.79121e-08,1.752871e-08,1.590137e-08,1.304167e-08
226800,1.700961e-08,1.752871e-08,1.590137e-08,1.304167e-08
230400,1.587231e-08,1.752871e-08,1.590137e-08,1.304167e-08
234000,1.649601e-08,1.752871e-08,1.590137e-08,1.304167e-08
237600,1.635264e-08,1.752871e-08,1.590137e-08,1.304167e-08
241200,1.524355e-08,1.752871e-08,1.590137e-08,1.304167e-08
244800,1.434537e-08,1.752871e-08,1.590137e-08,1.304167e-08
248400,1.448405e-08,1.752871e-08,1.590137e-08,1.304167e-08
252000,1.479573e-08,1.752871e-08,1.590137e-08,1.304167e-08
255600,1.519494e-08,1.752871e-08,1.590137e-08,1.304167e-08
259200,1.444151e-08,1.415984e-08,1.590137e-08,1.304167e-08
262800,1.555842e-08,1.415984e-08,1.590137e-08,1.304167e-08
266400,1.519916e-08,1.415984e-08,1.590137e-08,1.304167e-08
270000,1.462677e-08,1.415984e-08,1.590137e-08,1.304167e-08
273600,1.480914e-08,1.415984e-08,1.590137e-08,1.304167e-08
277200,1.491078e-08,1.415984e-08,1.590137e-08,1.304167e-08
280800,1.430847e-08,1.415984e-08,1.590137e-08,1.304167e-08
284400,1.416185e-08,1.415984e-08,1.590137e-08,1.304167e-08
288000,1.340749e-08,1.415984e-08,1.590137e-08,1.304167e-08
291600,1.391974e-08,1.415984e-08,1.590137e-08,1.304167e-08
295200,1.344165e-08,1.415984e-08,1.590137e-08,1.304167e-08
298800,1.352303e-08,1.415984e-08,1.590137e-08,1.304167e-08
302400,1.356628e-08,1.415984e-08,1.590137e-08,1.304167e-08
306000,1.352126e-08,1.415984e-08,1.590137e-08,1.304167e-08
309600,1.357519e-08,1.415984e-08,1.590137e-08,1.304167e-08
313200,1.352847e-08,1.415984e-08,1.590137e-08,1.304167e-08
316800,1.363977e-08,1.415984e-08,1.590137e-08,1.304167e-08
320400,1.354765e-08,1.415984e-08,1.590137e-08,1.304167e-08
324000,1.34061e-08,1.415984e-08,1.590137e-08,1.304167e-08
327600,1.404855e-08,1.415984e-08,1.590137e-08,1.304167e-08
331200,1.438021e-08,1.415984e-08,1.590137e-08,1.304167e-08
334800,1.493304e-08,1.415984e-08,1.590137e-08,1.304167e-08
338400,1.463698e-08,1.415984e-08,1.590137e-08,1.304167e-08
342000,1.474458e-08,1.415984e-08,1.590137e-08,1.304167e-08
345600,1.548252e-08,1.451851e-08,1.590137e-08,1.304167e-08
349200,1.535674e-08,1.451851e-08,1.590137e-08,1.304167e-08
352800,1.51701e-08,1.451851e-08,1.590137e-08,1.304167e-08
356400,1.506182e-08,1.451851e-08,1.590137e-08,1.304167e-08
360000,1.492112e-08,1.451851e-08,1.590137e-08,1.304167e-08
363600,1.515099e-08,1.451851e-08,1.590137e-08,1.304167e-08
367200,1.463918e-08,1.451851e-08,1.590137e-08,1.304167e-08
370800,1.432087e-08,1.451851e-08,1.590137e-08,1.304167e-08
374400,1.451851e-08,1.451851e-08,1.590137e-08,1.304167e-08
378000,1.458801e-08,1.451851e-08,1.590137e-08,1.304167e-08
381600,1.445304e-08,1.451851e-08,1.590137e-08,1.304167e-08
385200,1.421779e-08,1.451851e-08,1.590137e-08,1.304167e-08
388800,1.389744e-08,1.451851e-08,1.590137e-08,1.304167e-08
392400,1.417171e-08,1.451851e-08,1.590137e-08,1.304167e-08
396000,1.427734e-08,1.451851e-08,1.590137e-08,1.304167e-08
399600,1.442297e-08,1.451851e-08,1.590137e-08,1.304167e-08
403200,1.458532e-08,1.451851e-08,1.590137e-08,1.304167e-08
406800,1.466893e-08,1.451851e-08,1.590137e-08,1.304167e-08
410400,1.453964e-08,1.451851e-08,1.590137e-08,1.304167e-08
414000,1.36474e-08,1.451851e-08,1.590137e-08,1.304167e-08
417600,1.38292e-08,1.451851e-08,1.590137e-08,1.304167e-08
421200,1.432244e-08,1.451851e-08,1.590137e-08,1.304167e-08
424800,1.399878e-08,1.451851e-08,1.590137e-08,1.304167e-08
428400,1.420237e-08,1.451851e-08,1.590137e-08,1.304167e-08
432000,1.488925e-08,1.458338e-08,1.590137e-08,1.304167e-08
435600,1.368292e-08,1.458338e-08,1.590137e-08,1.304167e-08
439200,1.384295e-08,1.458338e-08,1.590137e-08,1.304167e-08
442800,1.366058e-08,1.458338e-08,1.590137e-08,1.304167e-08
446400,1.370395e-08,1.458338e-08,1.590137e-08,1.304167e-08
450000,1.361794e-08,1.458338e-08,1.590137e-08,1.304167e-08
453600,1.328445e-08,1.458338e-08,1.590137e-08,1.304167e-08
457200,1.391277e-08,1.458338e-08,1.590137e-08,1.304167e-08
460800,1.437298e-08,1.458338e-08,1.590137e-08,1.304167e-08
464400,1.464475e-08,1.458338e-08,1.590137e-08,1.304167e-08
468000,1.482597e-08,1.458338e-08,1.590137e-08,1.304167e-08
471600,1.486935e-08,1.458338e-08,1.590137e-08,1.304167e-08
475200,1.478047e-08,1.458338e-08,1.590137e-08,1.304167e-08
478800,1.511447e-08,1.458338e-08,1.590137e-08,1.304167e-08
482400,1.536228e-08,1.458338e-08,1.590137e-08,1.304167e-08
486000,1.540077e-08,1.458338e-08,1.590137e-08,1.304167e-08
489600,1.535102e-08,1.458338e-08,1.590137e-08,1.304167e-08
493200,1.521192e-08,1.458338e-08,1.590137e-08,1.304167e-08
496800,1.515634e-08,1.458338e-08,1.590137e-08,1.304167e-08
500400,1.542113e-08,1.458338e-08,1.590137e-08,1.304167e-08
504000,1.525635e-08,1.458338e-08,1.590137e-08,1.304167e-08
507600,1.465188e-08,1.458338e-08,1.590137e-08,1.304167e-08
511200,1.420986e-08,1.458338e-08,1.590137e-08,1.304167e-08
514800,1.477675e-08,1.458338e-08,1.590137e-08,1.304167e-08
518400,1.411535e-08,1.40536e-08,1.590137e-08,1.304167e-08
522000,1.395535e-08,1.40536e-08,1.590137e-08,1.304167e-08
525600,1.386887e-08,1.40536e-08,1.590137e-08,1.304167e-08
529200,1.374819e-08,1.40536e-08,1.590137e-08,1.304167e-08
532800,1.379024e-08,1.40536e-08,1.590137e-08,1.304167e-08
536400,1.375437e-08,1.40536e-08,1.590137e-08,1.304167e-08
540000,1.362011e-08,1.40536e-08,1.590137e-08,1.304167e-08
543600,1.382818e-08,1.40536e-08,1.590137e-08,1.304167e-08
547200,1.406504e-08,1.40536e-08,1.590137e-08,1.304167e-08
550800,1.609362e-08,1.40536e-08,1.590137e-08,1.304167e-08
554400,1.723269e-08,1.40536e-08,1.590137e-08,1.304167e-08
558000,1.436255e-08,1.40536e-08,1.590137e-08,1.304167e-08
561600,1.320976e-08,1.40536e-08,1.590137e-08,1.304167e-08
565200,1.303692e-08,1.40536e-08,1.590137e-08,1.304167e-08
568800,1.32537e-08,1.40536e-08,1.590137e-08,1.304167e-08
572400,1.365975e-08,1.40536e-08,1.590137e-08,1.304167e-08
576000,1.407027e-08,1.40536e-08,1.590137e-08,1.304167e-08
579600,1.329531e-08,1.40536e-08,1.590137e-08,1.304167e-08
583200,1.249523e-08,1.40536e-08,1.590137e-08,1.304167e-08
586800,1.356823e-08,1.40536e-08,1.590137e-08,1.304167e-08
590400,1.376146e-08,1.40536e-08,1.590137e-08,1.304167e-08
594000,1.412213e-08,1.40536e-08,1.590137e-08,1.304167e-08
597600,1.507573e-08,1.40536e-08,1.590137e-08,1.304167e-08
601200,1.53033e-08,1.40536e-08,1.590137e-08,1.304167e-08
604800,1.48421e-08,1.481245e-08,1.512238e-08,1.304167e-08
608400,1.434154e-08,1.481245e-08,1.512238e-08,1.304167e-08
612000,1.48113e-08,1.481245e-08,1.512238e-08,1.304167e-08
615600,1.452095e-08,1.481245e-08,1.512238e-08,1.304167e-08
619200,1.480118e-08,1.481245e-08,1.512238e-08,1.304167e-08
622800,1.460509e-08,1.481245e-08,1.512238e-08,1.304167e-08
626400,1.468536e-08,1.481245e-08,1.512238e-08,1.304167e-08
630000,1.469285e-08,1.481245e-08,1.512238e-08,1.304167e-08
633600,1.450662e-08,1.481245e-08,1.512238e-08,1.304167e-08
637200,1.460791e-08,1.481245e-08,1.512238e-08,1.304167e-08
640800,1.443361e-08,1.481245e-08,1.512238e-08,1.304167e-08
644400,1.382982e-08,1.481245e-08,1.512238e-08,1.304167e-08
648000,1.424357e-08,1.481245e-08,1.512238e-08,1.304167e-08
651600,1.448836e-08,1.481245e-08,1.512238e-08,1.304167e-08
655200,1.495374e-08,1.481245e-08,1.512238e-08,1.304167e-08
658800,1.589962e-08,1.481245e-08,1.512238e-08,1.304167e-08
662400,1.592685e-08,1.481245e-08,1.512238e-08,1.304167e-08
666000,1.555797e-08,1.481245e-08,1.512238e-08,1.304167e-08
669600,1.464022e-08,1.481245e-08,1.512238e-08,1.304167e-08
673200,1.465605e-08,1.481245e-08,1.512238e-08,1.304167e-08
676800,1.446429e-08,1.481245e-08,1.512238e-08,1.304167e-08
680400,1.453409e-08,1.481245e-08,1.512238e-08,1.304167e-08
684000,1.556527e-08,1.481245e-08,1.512238e-08,1.304167e-08
687600,1.58904e-08,1.481245e-08,1.512238e-08,1.304167e-08
691200,1.596467e-08,1.638494e-08,1.512238e-08,1.304167e-08
694800,1.606577e-08,1.638494e-08,1.512238e-08,1.304167e-08
698400,1.627483e-08,1.638494e-08,1.512238e-08,1.304167e-08
702000,1.694498e-08,1.638494e-08,1.512238e-08,1.304167e-08
705600,1.733099e-08,1.638494e-08,1.512238e-08,1.304167e-08
709200,1.721087e-08,1.638494e-08,1.512238e-08,1.304167e-08
712800,1.641283e-08,1.638494e-08,1.512238e-08,1.304167e-08
716400,1.675146e-08,1.638494e-08,1.512238e-08,1.304167e-08
720000,1.616125e-08,1.638494e-08,1.512238e-08,1.304167e-08
723600,1.633292e-08,1.638494e-08,1.512238e-08,1.304167e-08
727200,1.620677e-08,1.638494e-08,1.512238e-08,1.304167e-08
730800,1.536301e-08,1.638494e-08,1.512238e-08,1.304167e-08
734400,1.512197e-08,1.638494e-08,1.512238e-08,1.304167e-08
738000,1.527238e-08,1.638494e-08,1.512238e-08,1.304167e-08
741600,1.561015e-08,1.638494e-08,1.512238e-08,1.304167e-08
745200,1.597934e-08,1.638494e-08,1.512238e-08,1.304167e-08
748800,1.669643e-08,1.638494e-08,1.512238e-08,1.304167e-08
752400,1.687777e-08,1.638494e-08,1.512238e-08,1.304167e-08
756000,1.670581e-08,1.638494e-08,1.512238e-08,1.304167e-08
759600,1.663213e-08,1.638494e-08,1.512238e-08,1.304167e-08
763200,1.664299e-08,1.638494e-08,1.512238e-08,1.304167e-08
766800,1.669235e-08,1.638494e-08,1.512238e-08,1.304167e-08
770400,1.688028e-08,1.638494e-08,1.512238e-08,1.304167e-08
774000,1.710664e-08,1.638494e-08,1.512238e-08,1.304167e-08
777600,1.804443e-08,1.680116e-08,1.512238e-08,1.304167e-08
781200,1.8871e-08,1.680116e-08,1.512238e-08,1.304167e-08
784800,1.84407e-08,1.680116e-08,1.512238e-08,1.304167e-08
788400,1.864128e-08,1.680116e-08,1.512238e-08,1.304167e-08
792000,1.808702e-08,1.680116e-08,1.512238e-08,1.304167e-08
795600,1.787394e-08,1.680116e-08,1.512238e-08,1.304167e-08
799200,1.806142e-08,1.680116e-08,1.512238e-08,1.304167e-08
802800,1.842173e-08,1.680116e-08,1.512238e-08,1.304167e-08
806400,1.828127e-08,1.680116e-08,1.512238e-08,1.304167e-08
810000,1.735389e-08,1.680116e-08,1.512238e-08,1.304167e-08
813600,1.673169e-08,1.680116e-08,1.512238e-08,1.304167e-08
817200,1.550768e-08,1.680116e-08,1.512238e-08,1.304167e-08
820800,1.510714e-08,1.680116e-08,1.512238e-08,1.304167e-08
824400,1.512257e-08,1.680116e-08,1.512238e-08,1.304167e-08
828000,1.524589e-08,1.680116e-08,1.512238e-08,1.304167e-08
831600,1.608932e-08,1.680116e-08,1.512238e-08,1.304167e-08
835200,1.707152e-08,1.680116e-08,1.512238e-08,1.304167e-08
838800,1.688673e-08,1.680116e-08,1.512238e-08,1.304167e-08
842400,1.635115e-08,1.680116e-08,1.512238e-08,1.304167e-08
846000,1.617926e-08,1.680116e-08,1.512238e-08,1.304167e-08
849600,1.601006e-08,1.680116e-08,1.512238e-08,1.304167e-08
853200,1.531009e-08,1.680116e-08,1.512238e-08,1.304167e-08
856800,1.462698e-08,1.680116e-08,1.512238e-08,1.304167e-08
860400,1.491117e-08,1.680116e-08,1.512238e-08,1.304167e-08
864000,1.551563e-08,1.370526e-08,1.512238e-08,1.304167e-08
867600,1.481465e-08,1.370526e-08,1.512238e-08,1.304167e-08
871200,1.45749e-08,1.370526e-08,1.512238e-08,1.304167e-08
874800,1.414415e-08,1.370526e-08,1.512238e-08,1.304167e-08
878400,1.413416e-08,1.370526e-08,1.512238e-08,1.304167e-08
882000,1.419688e-08,1.370526e-08,1.512238e-08,1.304167e-08
885600,1.45413e-08,1.370526e-08,1.512238e-08,1.304167e-08
889200,1.409137e-08,1.370526e-08,1.512238e-08,1.304167e-08
892800,1.396456e-08,1.370526e-08,1.512238e-08,1.304167e-08
896400,1.3557e-08,1.370526e-08,1.512238e-08,1.304167e-08
900000,1.327741e-08,1.370526e-08,1.512238e-08,1.304167e-08
903600,1.329854e-08,1.370526e-08,1.512238e-08,1.304167e-08
907200,1.354775e-08,1.370526e-08,1.512238e-08,1.304167e-08
910800,1.363045e-08,1.370526e-08,1.512238e-08,1.304167e-08
914400,1.323269e-08,1.370526e-08,1.512238e-08,1.304167e-08
918000,1.325499e-08,1.370526e-08,1.512238e-08,1.304167e-08
921600,1.347456e-08,1.370526e-08,1.512238e-08,1.304167e-08
925200,1.39205e-08,1.370526e-08,1.512238e-08,1.304167e-08
928800,1.330624e-08,1.370526e-08,1.512238e-08,1.304167e-08
932400,1.27227e-08,1.370526e-08,1.512238e-08,1.304167e-08
936000,1.255672e-08,1.370526e-08,1.512238e-08,1.304167e-08
939600,1.27651e-08,1.370526e-08,1.512238e-08,1.304167e-08
943200,1.291402e-08,1.370526e-08,1.512238e-08,1.304167e-08
946800,1.348998e-08,1.370526e-08,1.512238e-08,1.304167e-08
950400,1.262763e-08,1.34761e-08,1.512238e-08,1.304167e-08
954000,1.229963e-08,1.34761e-08,1.512238e-08,1.304167e-08
957600,1.244026e-08,1.34761e-08,1.512238e-08,1.304167e-08
961200,1.253088e-08,1.34761e-08,1.512238e-08,1.304167e-08
964800,1.237999e-08,1.34761e-08,1.512238e-08,1.304167e-08
968400,1.22178e-08,1.34761e-08,1.512238e-08,1.304167e-08
972000,1.275182e-08,1.34761e-08,1.512238e-08,1.304167e-08
975600,1.282155e-08,1.34761e-08,1.512238e-08,1.304167e-08
979200,1.256917e-08,1.34761e-08,1.512238e-08,1.304167e-08
982800,1.249593e-08,1.34761e-08,1.512238e-08,1.304167e-08
986400,1.341027e-08,1.34761e-08,1.512238e-08,1.304167e-08
990000,1.34164e-08,1.34761e-08,1.512238e-08,1.304167e-08
993600,1.337277e-08,1.34761e-08,1.512238e-08,1.304167e-08
997200,1.338061e-08,1.34761e-08,1.512238e-08,1.304167e-08
1000800,1.35417e-08,1.34761e-08,1.512238e-08,1.304167e-08
1004400,1.392898e-08,1.34761e-08,1.512238e-08,1.304167e-08
1008000,1.398731e-08,1.34761e-08,1.512238e-08,1.304167e-08
1011600,1.388605e-08,1.34761e-08,1.512238e-08,1.304167e-08
1015200,1.377601e-08,1.34761e-08,1.512238e-08,1.304167e-08
1018800,1.390803e-08,1.34761e-08,1.512238e-08,1.304167e-08
1022400,1.39961e-08,1.34761e-08,1.512238e-08,1.304167e-08
1026000,1.508178e-08,1.34761e-08,1.512238e-08,1.304167e-08
1029600,1.575048e-08,1.34761e-08,1.512238e-08,1.304167e-08
1033200,1.685517e-08,1.34761e-08,1.512238e-08,1.304167e-08
1036800,1.655182e-08,1.562952e-08,1.512238e-08,1.304167e-08
1040400,1.72372e-08,1.562952e-08,1.512238e-08,1.304167e-08
1044000,1.66996e-08,1.562952e-08,1.512238e-08,1.304167e-08
1047600,1.510803e-08,1.562952e-08,1.512238e-08,1.304167e-08
1051200,1.518072e-08,1.562952e-08,1.512238e-08,1.304167e-08
1054800,1.609143e-08,1.562952e-08,1.512238e-08,1.304167e-08
1058400,1.536806e-08,1.562952e-08,1.512238e-08,1.304167e-08
1062000,1.528175e-08,1.562952e-08,1.512238e-08,1.304167e-08
1065600,1.52171e-08,1.562952e-08,1.512238e-08,1.304167e-08
1069200,1.476633e-08,1.562952e-08,1.512238e-08,1.304167e-08
1072800,1.481739e-08,1.562952e-08,1.512238e-08,1.304167e-08
1076400,1.462196e-08,1.562952e-08,1.512238e-08,1.304167e-08
1080000,1.463758e-08,1.562952e-08,1.512238e-08,1.304167e-08
1083600,1.484392e-08,1.562952e-08,1.512238e-08,1.304167e-08
1087200,1.52945e-08,1.562952e-08,1.512238e-08,1.304167e-08
1090800,1.579648e-08,1.562952e-08,1.512238e-08,1.304167e-08
1094400,1.541746e-08,1.562952e-08,1.512238e-08,1.304167e-08
1098000,1.503894e-08,1.562952e-08,1.512238e-08,1.304167e-08
1101600,1.517483e-08,1.562952e-08,1.512238e-08,1.304167e-08
1105200,1.518034e-08,1.562952e-08,1.512238e-08,1.304167e-08
1108800,1.542802e-08,1.562952e-08,1.512238e-08,1.304167e-08
1112400,1.619891e-08,1.562952e-08,1.512238e-08,1.304167e-08
1116000,1.720903e-08,1.562952e-08,1.512238e-08,1.304167e-08
1119600,1.794708e-08,1.562952e-08,1.512238e-08,1.304167e-08
1123200,1.681374e-08,1.50472e-08,1.512238e-08,1.304167e-08
1126800,1.7388e-08,1.50472e-08,1.512238e-08,1.304167e-08
1130400,1.770254e-08,1.50472e-08,1.512238e-08,1.304167e-08
1134000,1.740415e-08,1.50472e-08,1.512238e-08,1.304167e-08
1137600,1.738792e-08,1.50472e-08,1.512238e-08,1.304167e-08
1141200,1.80896e-08,1.50472e-08,1.512238e-08,1.304167e-08
1144800,1.547872e-08,1.50472e-08,1.512238e-08,1.304167e-08
1148400,1.508416e-08,1.50472e-08,1.512238e-08,1.304167e-08
1152000,1.501804e-08,1.50472e-08,1.512238e-08,1.304167e-08
1155600,1.436667e-08,1.50472e-08,1.512238e-08,1.304167e-08
1159200,1.396206e-08,1.50472e-08,1.512238e-08,1.304167e-08
1162800,1.345604e-08,1.50472e-08,1.512238e-08,1.304167e-08
1166400,1.36547e-08,1.50472e-08,1.512238e-08,1.304167e-08
1170000,1.360493e-08,1.50472e-08,1.512238e-08,1.304167e-08
1173600,1.341713e-08,1.50472e-08,1.512238e-08,1.304167e-08
1177200,1.347468e-08,1.50472e-08,1.512238e-08,1.304167e-08
1180800,1.395979e-08,1.50472e-08,1.512238e-08,1.304167e-08
1184400,1.372584e-08,1.50472e-08,1.512238e-08,1.304167e-08
1188000,1.367669e-08,1.50472e-08,1.512238e-08,1.304167e-08
1191600,1.350561e-08,1.50472e-08,1.512238e-08,1.304167e-08
1195200,1.394416e-08,1.50472e-08,1.512238e-08,1.304167e-08
1198800,1.475255e-08,1.50472e-08,1.512238e-08,1.304167e-08
1202400,1.544417e-08,1.50472e-08,1.512238e-08,1.304167e-08
1206000,1.582096e-08,1.50472e-08,1.512238e-08,1.304167e-08
1209600,1.575362e-08,1.501792e-08,1.441921e-08,1.304167e-08
1213200,1.556647e-08,1.501792e-08,1.441921e-08,1.304167e-08
1216800,1.517235e-08,1.501792e-08,1.441921e-08,1.304167e-08
1220400,1.427677e-08,1.501792e-08,1.441921e-08,1.304167e-08
1224000,1.408198e-08,1.501792e-08,1.441921e-08,1.304167e-08
1227600,1.433743e-08,1.501792e-08,1.441921e-08,1.304167e-08
1231200,1.43142e-08,1.501792e-08,1.441921e-08,1.304167e-08
1234800,1.423557e-08,1.501792e-08,1.441921e-08,1.304167e-08
1238400,1.420734e-08,1.501792e-08,1.441921e-08,1.304167e-08
1242000,1.462788e-08,1.501792e-08,1.441921e-08,1.304167e-08
1245600,1.521842e-08,1.501792e-08,1.441921e-08,1.304167e-08
1249200,1.511088e-08,1.501792e-08,1.441921e-08,1.304167e-08
1252800,1.50847e-08,1.501792e-08,1.441921e-08,1.304167e-08
1256400,1.507265e-08,1.501792e-08,1.441921e-08,1.304167e-08
1260000,1.540478e-08,1.501792e-08,1.441921e-08,1.304167e-08
1263600,1.547925e-08,1.501792e-08,1.441921e-08,1.304167e-08
1267200,1.543424e-08,1.501792e-08,1.441921e-08,1.304167e-08
1270800,1.546028e-08,1.501792e-08,1.441921e-08,1.304167e-08
1274400,1.527522e-08,1.501792e-08,1.441921e-08,1.304167e-08
1278000,1.482885e-08,1.501792e-08,1.441921e-08,1.304167e-08
1281600,1.470768e-08,1.501792e-08,1.441921e-08,1.304167e-08
1285200,1.472407e-08,1.501792e-08,1.441921e-08,1.304167e-08
1288800,1.565304e-08,1.501792e-08,1.441921e-08,1.304167e-08
1292400,1.640248e-08,1.501792e-08,1.441921e-08,1.304167e-08
1296000,1.665713e-08,1.56886e-08,1.441921e-08,1.304167e-08
1299600,1.748558e-08,1.56886e-08,1.441921e-08,1.304167e-08
1303200,1.79662e-08,1.56886e-08,1.441921e-08,1.304167e-08
1306800,1.730563e-08,1.56886e-08,1.441921e-08,1.304167e-08
1310400,1.587088e-08,1.56886e-08,1.441921e-08,1.304167e-08
1314000,1.476421e-08,1.56886e-08,1.441921e-08,1.304167e-08
1317600,1.491461e-08,1.56886e-08,1.441921e-08,1.304167e-08
1321200,1.469783e-08,1.56886e-08,1.441921e-08,1.304167e-08
1324800,1.463981e-08,1.56886e-08,1.441921e-08,1.304167e-08
1328400,1.447272e-08,1.56886e-08,1.441921e-08,1.304167e-08
1332000,1.482647e-08,1.56886e-08,1.441921e-08,1.304167e-08
1335600,1.495198e-08,1.56886e-08,1.441921e-08,1.304167e-08
1339200,1.489763e-08,1.56886e-08,1.441921e-08,1.304167e-08
1342800,1.495503e-08,1.56886e-08,1.441921e-08,1.304167e-08
1346400,1.497913e-08,1.56886e-08,1.441921e-08,1.304167e-08
1350000,1.51744e-08,1.56886e-08,1.441921e-08,1.304167e-08
1353600,1.488024e-08,1.56886e-08,1.441921e-08,1.304167e-08
1357200,1.433692e-08,1.56886e-08,1.441921e-08,1.304167e-08
1360800,1.50782e-08,1.56886e-08,1.441921e-08,1.304167e-08
1364400,1.610717e-08,1.56886e-08,1.441921e-08,1.304167e-08
1368000,1.682759e-08,1.56886e-08,1.441921e-08,1.304167e-08
1371600,1.704964e-08,1.56886e-08,1.441921e-08,1.304167e-08
1375200,1.703465e-08,1.56886e-08,1.441921e-08,1.304167e-08
1378800,1.665277e-08,1.56886e-08,1.441921e-08,1.304167e-08
1382400,1.762084e-08,1.585825e-08,1.441921e-08,1.304167e-08
1386000,1.770336e-08,1.585825e-08,1.441921e-08,1.304167e-08
1389600,1.658375e-08,1.585825e-08,1.441921e-08,1.304167e-08
1393200,1.586018e-08,1.585825e-08,1.441921e-08,1.304167e-08
1396800,1.572669e-08,1.585825e-08,1.441921e-08,1.304167e-08
1400400,1.563758e-08,1.585825e-08,1.441921e-08,1.304167e-08
1404000,1.649267e-08,1.585825e-08,1.441921e-08,1.304167e-08
1407600,1.697464e-08,1.585825e-08,1.441921e-08,1.304167e-08
1411200,1.676081e-08,1.585825e-08,1.441921e-08,1.304167e-08
