#1 
double data(8760,5) 
#Time [s], Emission intensity [kgCO2eq/J], Emission intensity daily average [kgCO2eq/J], Emission intensity weekly average [kgCO2eq/J], Emission intensity yearly median [kgCO2eq/J]
3614400,1.265507e-08,1.306926e-08,1.412015e-08,1.304167e-08
3618000,1.26553e-08,1.306926e-08,1.412015e-08,1.304167e-08
3621600,1.240723e-08,1.306926e-08,1.412015e-08,1.304167e-08
3625200,1.292348e-08,1.306926e-08,1.412015e-08,1.304167e-08
3628800,1.339172e-08,1.198374e-08,1.26848e-08,1.304167e-08
3632400,1.281242e-08,1.198374e-08,1.26848e-08,1.304167e-08
3636000,1.262477e-08,1.198374e-08,1.26848e-08,1.304167e-08
3639600,1.283683e-08,1.198374e-08,1.26848e-08,1.304167e-08
3643200,1.27233e-08,1.198374e-08,1.26848e-08,1.304167e-08
3646800,1.199904e-08,1.198374e-08,1.26848e-08,1.304167e-08
3650400,1.242512e-08,1.198374e-08,1.26848e-08,1.304167e-08
3654000,1.233557e-08,1.198374e-08,1.26848e-08,1.304167e-08
3657600,1.197348e-08,1.198374e-08,1.26848e-08,1.304167e-08
3661200,1.159831e-08,1.198374e-08,1.26848e-08,1.304167e-08
3664800,1.117703e-08,1.198374e-08,1.26848e-08,1.304167e-08
3668400,1.068615e-08,1.198374e-08,1.26848e-08,1.304167e-08
3672000,1.079748e-08,1.198374e-08,1.26848e-08,1.304167e-08
3675600,1.094612e-08,1.198374e-08,1.26848e-08,1.304167e-08
3679200,1.097125e-08,1.198374e-08,1.26848e-08,1.304167e-08
3682800,1.125193e-08,1.198374e-08,1.26848e-08,1.304167e-08
3686400,1.189695e-08,1.198374e-08,1.26848e-08,1.304167e-08
3690000,1.215462e-08,1.198374e-08,1.26848e-08,1.304167e-08
3693600,1.158308e-08,1.198374e-08,1.26848e-08,1.304167e-08
3697200,1.167515e-08,1.198374e-08,1.26848e-08,1.304167e-08
3700800,1.219474e-08,1.198374e-08,1.26848e-08,1.304167e-08
3704400,1.234913e-08,1.198374e-08,1.26848e-08,1.304167e-08
3708000,1.23042e-08,1.198374e-08,1.26848e-08,1.304167e-08
3711600,1.290145e-08,1.198374e-08,1.26848e-08,1.304167e-08
3715200,1.308738e-08,1.330732e-08,1.26848e-08,1.304167e-08
3718800,1.340476e-08,1.330732e-08,1.26848e-08,1.304167e-08
3722400,1.378438e-08,1.330732e-08,1.26848e-08,1.304167e-08
3726000,1.331553e-08,1.330732e-08,1.26848e-08,1.304167e-08
3729600,1.340619e-08,1.330732e-08,1.26848e-08,1.304167e-08
3733200,1.444689e-08,1.330732e-08,1.26848e-08,1.304167e-08
3736800,1.404047e-08,1.330732e-08,1.26848e-08,1.304167e-08
3740400,1.424191e-08,1.330732e-08,1.26848e-08,1.304167e-08
3744000,1.458647e-08,1.330732e-08,1.26848e-08,1.304167e-08
3747600,1.427022e-08,1.330732e-08,1.26848e-08,1.304167e-08
3751200,1.372952e-08,1.330732e-08,1.26848e-08,1.304167e-08
3754800,1.286049e-08,1.330732e-08,1.26848e-08,1.304167e-08
3758400,1.220502e-08,1.330732e-08,1.26848e-08,1.304167e-08
3762000,1.199034e-08,1.330732e-08,1.26848e-08,1.304167e-08
3765600,1.210421e-08,1.330732e-08,1.26848e-08,1.304167e-08
3769200,1.257759e-08,1.330732e-08,1.26848e-08,1.304167e-08
3772800,1.382848e-08,1.330732e-08,1.26848e-08,1.304167e-08
3776400,1.391826e-08,1.330732e-08,1.26848e-08,1.304167e-08
3780000,1.347877e-08,1.330732e-08,1.26848e-08,1.304167e-08
3783600,1.316264e-08,1.330732e-08,1.26848e-08,1.304167e-08
3787200,1.313958e-08,1.330732e-08,1.26848e-08,1.304167e-08
3790800,1.317267e-08,1.330732e-08,1.26848e-08,1.304167e-08
3794400,1.242987e-08,1.330732e-08,1.26848e-08,1.304167e-08
3798000,1.2194e-08,1.330732e-08,1.26848e-08,1.304167e-08
3801600,1.324401e-08,1.362058e-08,1.26848e-08,1.304167e-08
3805200,1.446259e-08,1.362058e-08,1.26848e-08,1.304167e-08
3808800,1.462079e-08,1.362058e-08,1.26848e-08,1.304167e-08
3812400,1.432237e-08,1.362058e-08,1.26848e-08,1.304167e-08
3816000,1.451102e-08,1.362058e-08,1.26848e-08,1.304167e-08
3819600,1.442561e-08,1.362058e-08,1.26848e-08,1.304167e-08
3823200,1.505729e-08,1.362058e-08,1.26848e-08,1.304167e-08
3826800,1.476489e-08,1.362058e-08,1.26848e-08,1.304167e-08
3830400,1.464402e-08,1.362058e-08,1.26848e-08,1.304167e-08
3834000,1.401367e-08,1.362058e-08,1.26848e-08,1.304167e-08
3837600,1.338782e-08,1.362058e-08,1.26848e-08,1.304167e-08
3841200,1.287297e-08,1.362058e-08,1.26848e-08,1.304167e-08
3844800,1.244879e-08,1.362058e-08,1.26848e-08,1.304167e-08
3848400,1.204976e-08,1.362058e-08,1.26848e-08,1.304167e-08
3852000,1.293219e-08,1.362058e-08,1.26848e-08,1.304167e-08
3855600,1.327677e-08,1.362058e-08,1.26848e-08,1.304167e-08
3859200,1.361168e-08,1.362058e-08,1.26848e-08,1.304167e-08
3862800,1.392103e-08,1.362058e-08,1.26848e-08,1.304167e-08
3866400,1.390327e-08,1.362058e-08,1.26848e-08,1.304167e-08
3870000,1.372691e-08,1.362058e-08,1.26848e-08,1.304167e-08
3873600,1.302707e-08,1.362058e-08,1.26848e-08,1.304167e-08
3877200,1.264727e-08,1.362058e-08,1.26848e-08,1.304167e-08
3880800,1.214259e-08,1.362058e-08,1.26848e-08,1.304167e-08
3884400,1.287949e-08,1.362058e-08,1.26848e-08,1.304167e-08
3888000,1.233285e-08,1.283943e-08,1.26848e-08,1.304167e-08
3891600,1.235055e-08,1.283943e-08,1.26848e-08,1.304167e-08
3895200,1.24753e-08,1.283943e-08,1.26848e-08,1.304167e-08
3898800,1.24256e-08,1.283943e-08,1.26848e-08,1.304167e-08
3902400,1.215748e-08,1.283943e-08,1.26848e-08,1.304167e-08
3906000,1.295812e-08,1.283943e-08,1.26848e-08,1.304167e-08
3909600,1.312104e-08,1.283943e-08,1.26848e-08,1.304167e-08
3913200,1.287321e-08,1.283943e-08,1.26848e-08,1.304167e-08
3916800,1.263914e-08,1.283943e-08,1.26848e-08,1.304167e-08
3920400,1.279382e-08,1.283943e-08,1.26848e-08,1.304167e-08
3924000,1.251467e-08,1.283943e-08,1.26848e-08,1.304167e-08
3927600,1.219748e-08,1.283943e-08,1.26848e-08,1.304167e-08
3931200,1.242438e-08,1.283943e-08,1.26848e-08,1.304167e-08
3934800,1.187014e-08,1.283943e-08,1.26848e-08,1.304167e-08
3938400,1.209953e-08,1.283943e-08,1.26848e-08,1.304167e-08
3942000,1.242321e-08,1.283943e-08,1.26848e-08,1.304167e-08
3945600,1.245763e-08,1.283943e-08,1.26848e-08,1.304167e-08
3949200,1.279091e-08,1.283943e-08,1.26848e-08,1.304167e-08
3952800,1.32465e-08,1.283943e-08,1.26848e-08,1.304167e-08
3956400,1.354506e-08,1.283943e-08,1.26848e-08,1.304167e-08
3960000,1.364987e-08,1.283943e-08,1.26848e-08,1.304167e-08
3963600,1.440934e-08,1.283943e-08,1.26848e-08,1.304167e-08
3967200,1.440227e-08,1.283943e-08,1.26848e-08,1.304167e-08
3970800,1.398825e-08,1.283943e-08,1.26848e-08,1.304167e-08
3974400,1.382771e-08,1.22852e-08,1.26848e-08,1.304167e-08
3978000,1.430165e-08,1.22852e-08,1.26848e-08,1.304167e-08
3981600,1.424514e-08,1.22852e-08,1.26848e-08,1.304167e-08
3985200,1.345559e-08,1.22852e-08,1.26848e-08,1.304167e-08
3988800,1.302971e-08,1.22852e-08,1.26848e-08,1.304167e-08
3992400,1.373573e-08,1.22852e-08,1.26848e-08,1.304167e-08
3996000,1.373504e-08,1.22852e-08,1.26848e-08,1.304167e-08
3999600,1.264526e-08,1.22852e-08,1.26848e-08,1.304167e-08
4003200,1.217578e-08,1.22852e-08,1.26848e-08,1.304167e-08
4006800,1.159068e-08,1.22852e-08,1.26848e-08,1.304167e-08
4010400,1.114989e-08,1.22852e-08,1.26848e-08,1.304167e-08
4014000,1.05312e-08,1.22852e-08,1.26848e-08,1.304167e-08
4017600,1.035925e-08,1.22852e-08,1.26848e-08,1.304167e-08
4021200,1.100944e-08,1.22852e-08,1.26848e-08,1.304167e-08
4024800,1.179019e-08,1.22852e-08,1.26848e-08,1.304167e-08
4028400,1.201417e-08,1.22852e-08,1.26848e-08,1.304167e-08
4032000,1.204564e-08,1.22852e-08,1.26848e-08,1.304167e-08
4035600,1.184446e-08,1.22852e-08,1.26848e-08,1.304167e-08
4039200,1.177149e-08,1.22852e-08,1.26848e-08,1.304167e-08
4042800,1.19524e-08,1.22852e-08,1.26848e-08,1.304167e-08
4046400,1.185744e-08,1.22852e-08,1.26848e-08,1.304167e-08
4050000,1.200856e-08,1.22852e-08,1.26848e-08,1.304167e-08
4053600,1.176494e-08,1.22852e-08,1.26848e-08,1.304167e-08
4057200,1.200353e-08,1.22852e-08,1.26848e-08,1.304167e-08
4060800,1.265245e-08,1.192137e-08,1.26848e-08,1.304167e-08
4064400,1.174528e-08,1.192137e-08,1.26848e-08,1.304167e-08
4068000,1.177395e-08,1.192137e-08,1.26848e-08,1.304167e-08
4071600,1.141448e-08,1.192137e-08,1.26848e-08,1.304167e-08
4075200,1.142901e-08,1.192137e-08,1.26848e-08,1.304167e-08
4078800,1.25454e-08,1.192137e-08,1.26848e-08,1.304167e-08
4082400,1.278616e-08,1.192137e-08,1.26848e-08,1.304167e-08
4086000,1.287249e-08,1.192137e-08,1.26848e-08,1.304167e-08
4089600,1.253227e-08,1.192137e-08,1.26848e-08,1.304167e-08
4093200,1.167227e-08,1.192137e-08,1.26848e-08,1.304167e-08
4096800,1.133576e-08,1.192137e-08,1.26848e-08,1.304167e-08
4100400,1.10744e-08,1.192137e-08,1.26848e-08,1.304167e-08
4104000,1.108003e-08,1.192137e-08,1.26848e-08,1.304167e-08
4107600,1.125397e-08,1.192137e-08,1.26848e-08,1.304167e-08
4111200,1.107501e-08,1.192137e-08,1.26848e-08,1.304167e-08
4114800,1.129137e-08,1.192137e-08,1.26848e-08,1.304167e-08
4118400,1.221205e-08,1.192137e-08,1.26848e-08,1.304167e-08
4122000,1.255509e-08,1.192137e-08,1.26848e-08,1.304167e-08
4125600,1.229286e-08,1.192137e-08,1.26848e-08,1.304167e-08
4129200,1.231705e-08,1.192137e-08,1.26848e-08,1.304167e-08
4132800,1.161059e-08,1.192137e-08,1.26848e-08,1.304167e-08
4136400,1.193572e-08,1.192137e-08,1.26848e-08,1.304167e-08
4140000,1.217557e-08,1.192137e-08,1.26848e-08,1.304167e-08
4143600,1.247972e-08,1.192137e-08,1.26848e-08,1.304167e-08
4147200,1.275373e-08,1.283597e-08,1.26848e-08,1.304167e-08
4150800,1.256855e-08,1.283597e-08,1.26848e-08,1.304167e-08
4154400,1.247364e-08,1.283597e-08,1.26848e-08,1.304167e-08
4158000,1.2411e-08,1.283597e-08,1.26848e-08,1.304167e-08
4161600,1.252674e-08,1.283597e-08,1.26848e-08,1.304167e-08
4165200,1.295624e-08,1.283597e-08,1.26848e-08,1.304167e-08
4168800,1.296106e-08,1.283597e-08,1.26848e-08,1.304167e-08
4172400,1.300453e-08,1.283597e-08,1.26848e-08,1.304167e-08
4176000,1.278089e-08,1.283597e-08,1.26848e-08,1.304167e-08
4179600,1.305493e-08,1.283597e-08,1.26848e-08,1.304167e-08
4183200,1.309337e-08,1.283597e-08,1.26848e-08,1.304167e-08
4186800,1.243989e-08,1.283597e-08,1.26848e-08,1.304167e-08
4190400,1.17516e-08,1.283597e-08,1.26848e-08,1.304167e-08
4194000,1.278175e-08,1.283597e-08,1.26848e-08,1.304167e-08
4197600,1.324215e-08,1.283597e-08,1.26848e-08,1.304167e-08
4201200,1.351933e-08,1.283597e-08,1.26848e-08,1.304167e-08
4204800,1.368618e-08,1.283597e-08,1.26848e-08,1.304167e-08
4208400,1.36939e-08,1.283597e-08,1.26848e-08,1.304167e-08
4212000,1.276422e-08,1.283597e-08,1.26848e-08,1.304167e-08
4215600,1.348276e-08,1.283597e-08,1.26848e-08,1.304167e-08
4219200,1.318941e-08,1.283597e-08,1.26848e-08,1.304167e-08
4222800,1.229146e-08,1.283597e-08,1.26848e-08,1.304167e-08
4226400,1.211112e-08,1.283597e-08,1.26848e-08,1.304167e-08
4230000,1.252484e-08,1.283597e-08,1.26848e-08,1.304167e-08
4233600,1.198034e-08,1.311297e-08,1.24292e-08,1.304167e-08
4237200,1.351343e-08,1.311297e-08,1.24292e-08,1.304167e-08
4240800,1.426771e-08,1.311297e-08,1.24292e-08,1.304167e-08
4244400,1.429585e-08,1.311297e-08,1.24292e-08,1.304167e-08
4248000,1.442872e-08,1.311297e-08,1.24292e-08,1.304167e-08
4251600,1.435629e-08,1.311297e-08,1.24292e-08,1.304167e-08
4255200,1.451571e-08,1.311297e-08,1.24292e-08,1.304167e-08
4258800,1.441096e-08,1.311297e-08,1.24292e-08,1.304167e-08
4262400,1.396104e-08,1.311297e-08,1.24292e-08,1.304167e-08
4266000,1.353878e-08,1.311297e-08,1.24292e-08,1.304167e-08
4269600,1.295026e-08,1.311297e-08,1.24292e-08,1.304167e-08
4273200,1.251054e-08,1.311297e-08,1.24292e-08,1.304167e-08
4276800,1.260968e-08,1.311297e-08,1.24292e-08,1.304167e-08
4280400,1.243989e-08,1.311297e-08,1.24292e-08,1.304167e-08
4284000,1.185314e-08,1.311297e-08,1.24292e-08,1.304167e-08
4287600,1.19116e-08,1.311297e-08,1.24292e-08,1.304167e-08
4291200,1.281874e-08,1.311297e-08,1.24292e-08,1.304167e-08
4294800,1.410149e-08,1.311297e-08,1.24292e-08,1.304167e-08
4298400,1.343353e-08,1.311297e-08,1.24292e-08,1.304167e-08
4302000,1.276496e-08,1.311297e-08,1.24292e-08,1.304167e-08
4305600,1.233606e-08,1.311297e-08,1.24292e-08,1.304167e-08
4309200,1.212727e-08,1.311297e-08,1.24292e-08,1.304167e-08
4312800,1.171031e-08,1.311297e-08,1.24292e-08,1.304167e-08
4316400,1.187501e-08,1.311297e-08,1.24292e-08,1.304167e-08
4320000,1.177062e-08,1.208803e-08,1.24292e-08,1.304167e-08
4323600,1.233387e-08,1.208803e-08,1.24292e-08,1.304167e-08
4327200,1.263107e-08,1.208803e-08,1.24292e-08,1.304167e-08
4330800,1.299073e-08,1.208803e-08,1.24292e-08,1.304167e-08
4334400,1.36337e-08,1.208803e-08,1.24292e-08,1.304167e-08
4338000,1.287375e-08,1.208803e-08,1.24292e-08,1.304167e-08
4341600,1.363338e-08,1.208803e-08,1.24292e-08,1.304167e-08
4345200,1.39003e-08,1.208803e-08,1.24292e-08,1.304167e-08
4348800,1.395462e-08,1.208803e-08,1.24292e-08,1.304167e-08
4352400,1.32056e-08,1.208803e-08,1.24292e-08,1.304167e-08
4356000,1.203431e-08,1.208803e-08,1.24292e-08,1.304167e-08
4359600,1.108183e-08,1.208803e-08,1.24292e-08,1.304167e-08
4363200,1.106625e-08,1.208803e-08,1.24292e-08,1.304167e-08
4366800,1.046343e-08,1.208803e-08,1.24292e-08,1.304167e-08
4370400,1.017719e-08,1.208803e-08,1.24292e-08,1.304167e-08
4374000,1.029814e-08,1.208803e-08,1.24292e-08,1.304167e-08
4377600,1.128232e-08,1.208803e-08,1.24292e-08,1.304167e-08
4381200,1.180319e-08,1.208803e-08,1.24292e-08,1.304167e-08
4384800,1.233643e-08,1.208803e-08,1.24292e-08,1.304167e-08
4388400,1.256966e-08,1.208803e-08,1.24292e-08,1.304167e-08
4392000,1.20712e-08,1.208803e-08,1.24292e-08,1.304167e-08
4395600,1.137545e-08,1.208803e-08,1.24292e-08,1.304167e-08
4399200,1.132827e-08,1.208803e-08,1.24292e-08,1.304167e-08
4402800,1.129748e-08,1.208803e-08,1.24292e-08,1.304167e-08
4406400,1.051111e-08,1.292646e-08,1.24292e-08,1.304167e-08
4410000,1.060209e-08,1.292646e-08,1.24292e-08,1.304167e-08
4413600,1.08052e-08,1.292646e-08,1.24292e-08,1.304167e-08
4417200,1.06059e-08,1.292646e-08,1.24292e-08,1.304167e-08
4420800,1.134363e-08,1.292646e-08,1.24292e-08,1.304167e-08
4424400,1.165362e-08,1.292646e-08,1.24292e-08,1.304167e-08
4428000,1.20757e-08,1.292646e-08,1.24292e-08,1.304167e-08
4431600,1.279461e-08,1.292646e-08,1.24292e-08,1.304167e-08
4435200,1.318502e-08,1.292646e-08,1.24292e-08,1.304167e-08
4438800,1.350466e-08,1.292646e-08,1.24292e-08,1.304167e-08
4442400,1.331579e-08,1.292646e-08,1.24292e-08,1.304167e-08
4446000,1.178308e-08,1.292646e-08,1.24292e-08,1.304167e-08
4449600,1.170881e-08,1.292646e-08,1.24292e-08,1.304167e-08
4453200,1.285568e-08,1.292646e-08,1.24292e-08,1.304167e-08
4456800,1.266816e-08,1.292646e-08,1.24292e-08,1.304167e-08
4460400,1.26363e-08,1.292646e-08,1.24292e-08,1.304167e-08
4464000,1.42379e-08,1.292646e-08,1.24292e-08,1.304167e-08
4467600,1.622178e-08,1.292646e-08,1.24292e-08,1.304167e-08
4471200,1.607426e-08,1.292646e-08,1.24292e-08,1.304167e-08
4474800,1.53926e-08,1.292646e-08,1.24292e-08,1.304167e-08
4478400,1.531896e-08,1.292646e-08,1.24292e-08,1.304167e-08
4482000,1.489487e-08,1.292646e-08,1.24292e-08,1.304167e-08
4485600,1.306954e-08,1.292646e-08,1.24292e-08,1.304167e-08
4489200,1.297569e-08,1.292646e-08,1.24292e-08,1.304167e-08
4492800,1.310671e-08,1.261637e-08,1.24292e-08,1.304167e-08
4496400,1.245375e-08,1.261637e-08,1.24292e-08,1.304167e-08
4500000,1.185465e-08,1.261637e-08,1.24292e-08,1.304167e-08
4503600,1.137526e-08,1.261637e-08,1.24292e-08,1.304167e-08
4507200,1.100889e-08,1.261637e-08,1.24292e-08,1.304167e-08
4510800,1.202056e-08,1.261637e-08,1.24292e-08,1.304167e-08
4514400,1.249725e-08,1.261637e-08,1.24292e-08,1.304167e-08
4518000,1.296191e-08,1.261637e-08,1.24292e-08,1.304167e-08
4521600,1.271572e-08,1.261637e-08,1.24292e-08,1.304167e-08
4525200,1.251644e-08,1.261637e-08,1.24292e-08,1.304167e-08
4528800,1.246721e-08,1.261637e-08,1.24292e-08,1.304167e-08
4532400,1.215749e-08,1.261637e-08,1.24292e-08,1.304167e-08
4536000,1.200511e-08,1.261637e-08,1.24292e-08,1.304167e-08
4539600,1.220511e-08,1.261637e-08,1.24292e-08,1.304167e-08
4543200,1.25198e-08,1.261637e-08,1.24292e-08,1.304167e-08
4546800,1.289342e-08,1.261637e-08,1.24292e-08,1.304167e-08
4550400,1.358134e-08,1.261637e-08,1.24292e-08,1.304167e-08
4554000,1.428381e-08,1.261637e-08,1.24292e-08,1.304167e-08
4557600,1.353518e-08,1.261637e-08,1.24292e-08,1.304167e-08
4561200,1.266458e-08,1.261637e-08,1.24292e-08,1.304167e-08
4564800,1.259405e-08,1.261637e-08,1.24292e-08,1.304167e-08
4568400,1.2284e-08,1.261637e-08,1.24292e-08,1.304167e-08
4572000,1.275688e-08,1.261637e-08,1.24292e-08,1.304167e-08
4575600,1.433376e-08,1.261637e-08,1.24292e-08,1.304167e-08
4579200,1.384281e-08,1.150845e-08,1.24292e-08,1.304167e-08
4582800,1.390873e-08,1.150845e-08,1.24292e-08,1.304167e-08
4586400,1.344969e-08,1.150845e-08,1.24292e-08,1.304167e-08
4590000,1.296819e-08,1.150845e-08,1.24292e-08,1.304167e-08
4593600,1.348658e-08,1.150845e-08,1.24292e-08,1.304167e-08
4597200,1.392039e-08,1.150845e-08,1.24292e-08,1.304167e-08
4600800,1.283669e-08,1.150845e-08,1.24292e-08,1.304167e-08
4604400,1.196908e-08,1.150845e-08,1.24292e-08,1.304167e-08
4608000,1.224627e-08,1.150845e-08,1.24292e-08,1.304167e-08
4611600,1.179385e-08,1.150845e-08,1.24292e-08,1.304167e-08
4615200,1.147976e-08,1.150845e-08,1.24292e-08,1.304167e-08
4618800,1.044688e-08,1.150845e-08,1.24292e-08,1.304167e-08
4622400,9.742505e-09,1.150845e-08,1.24292e-08,1.304167e-08
4626000,9.011547e-09,1.150845e-08,1.24292e-08,1.304167e-08
4629600,8.689127e-09,1.150845e-08,1.24292e-08,1.304167e-08
4633200,9.035904e-09,1.150845e-08,1.24292e-08,1.304167e-08
4636800,9.847041e-09,1.150845e-08,1.24292e-08,1.304167e-08
4640400,1.114764e-08,1.150845e-08,1.24292e-08,1.304167e-08
4644000,1.176739e-08,1.150845e-08,1.24292e-08,1.304167e-08
4647600,1.188993e-08,1.150845e-08,1.24292e-08,1.304167e-08
4651200,1.142848e-08,1.150845e-08,1.24292e-08,1.304167e-08
4654800,1.075597e-08,1.150845e-08,1.24292e-08,1.304167e-08
4658400,1.050003e-08,1.150845e-08,1.24292e-08,1.304167e-08
4662000,1.003826e-08,1.150845e-08,1.24292e-08,1.304167e-08
4665600,9.776942e-09,1.122303e-08,1.24292e-08,1.304167e-08
4669200,9.890073e-09,1.122303e-08,1.24292e-08,1.304167e-08
4672800,1.026487e-08,1.122303e-08,1.24292e-08,1.304167e-08
4676400,1.040877e-08,1.122303e-08,1.24292e-08,1.304167e-08
4680000,1.045115e-08,1.122303e-08,1.24292e-08,1.304167e-08
4683600,1.075575e-08,1.122303e-08,1.24292e-08,1.304167e-08
4687200,1.184011e-08,1.122303e-08,1.24292e-08,1.304167e-08
4690800,1.286087e-08,1.122303e-08,1.24292e-08,1.304167e-08
4694400,1.281116e-08,1.122303e-08,1.24292e-08,1.304167e-08
4698000,1.218614e-08,1.122303e-08,1.24292e-08,1.304167e-08
4701600,1.070349e-08,1.122303e-08,1.24292e-08,1.304167e-08
4705200,9.663331e-09,1.122303e-08,1.24292e-08,1.304167e-08
4708800,9.42112e-09,1.122303e-08,1.24292e-08,1.304167e-08
4712400,9.173836e-09,1.122303e-08,1.24292e-08,1.304167e-08
4716000,9.132033e-09,1.122303e-08,1.24292e-08,1.304167e-08
4719600,1.005082e-08,1.122303e-08,1.24292e-08,1.304167e-08
4723200,1.093629e-08,1.122303e-08,1.24292e-08,1.304167e-08
4726800,1.309955e-08,1.122303e-08,1.24292e-08,1.304167e-08
4730400,1.361658e-08,1.122303e-08,1.24292e-08,1.304167e-08
4734000,1.323668e-08,1.122303e-08,1.24292e-08,1.304167e-08
4737600,1.291444e-08,1.122303e-08,1.24292e-08,1.304167e-08
4741200,1.244902e-08,1.122303e-08,1.24292e-08,1.304167e-08
4744800,1.209467e-08,1.122303e-08,1.24292e-08,1.304167e-08
4748400,1.161512e-08,1.122303e-08,1.24292e-08,1.304167e-08
4752000,1.130352e-08,1.352907e-08,1.24292e-08,1.304167e-08
4755600,1.144759e-08,1.352907e-08,1.24292e-08,1.304167e-08
4759200,1.136713e-08,1.352907e-08,1.24292e-08,1.304167e-08
4762800,1.158404e-08,1.352907e-08,1.24292e-08,1.304167e-08
4766400,1.190945e-08,1.352907e-08,1.24292e-08,1.304167e-08
4770000,1.345944e-08,1.352907e-08,1.24292e-08,1.304167e-08
4773600,1.370679e-08,1.352907e-08,1.24292e-08,1.304167e-08
4777200,1.427105e-08,1.352907e-08,1.24292e-08,1.304167e-08
4780800,1.443138e-08,1.352907e-08,1.24292e-08,1.304167e-08
4784400,1.358997e-08,1.352907e-08,1.24292e-08,1.304167e-08
4788000,1.273915e-08,1.352907e-08,1.24292e-08,1.304167e-08
4791600,1.189331e-08,1.352907e-08,1.24292e-08,1.304167e-08
4795200,1.214698e-08,1.352907e-08,1.24292e-08,1.304167e-08
4798800,1.306211e-08,1.352907e-08,1.24292e-08,1.304167e-08
4802400,1.385073e-08,1.352907e-08,1.24292e-08,1.304167e-08
4806000,1.53876e-08,1.352907e-08,1.24292e-08,1.304167e-08
4809600,1.613529e-08,1.352907e-08,1.24292e-08,1.304167e-08
4813200,1.596737e-08,1.352907e-08,1.24292e-08,1.304167e-08
4816800,1.49878e-08,1.352907e-08,1.24292e-08,1.304167e-08
4820400,1.417209e-08,1.352907e-08,1.24292e-08,1.304167e-08
4824000,1.398212e-08,1.352907e-08,1.24292e-08,1.304167e-08
4827600,1.429578e-08,1.352907e-08,1.24292e-08,1.304167e-08
4831200,1.445811e-08,1.352907e-08,1.24292e-08,1.304167e-08
4834800,1.45488e-08,1.352907e-08,1.24292e-08,1.304167e-08
4838400,1.414744e-08,1.441351e-08,1.413112e-08,1.304167e-08
4842000,1.415891e-08,1.441351e-08,1.413112e-08,1.304167e-08
4845600,1.444448e-08,1.441351e-08,1.413112e-08,1.304167e-08
4849200,1.485694e-08,1.441351e-08,1.413112e-08,1.304167e-08
4852800,1.464895e-08,1.441351e-08,1.413112e-08,1.304167e-08
4856400,1.524723e-08,1.441351e-08,1.413112e-08,1.304167e-08
4860000,1.590094e-08,1.441351e-08,1.413112e-08,1.304167e-08
4863600,1.660103e-08,1.441351e-08,1.413112e-08,1.304167e-08
4867200,1.641334e-08,1.441351e-08,1.413112e-08,1.304167e-08
4870800,1.559468e-08,1.441351e-08,1.413112e-08,1.304167e-08
4874400,1.404237e-08,1.441351e-08,1.413112e-08,1.304167e-08
4878000,1.153525e-08,1.441351e-08,1.413112e-08,1.304167e-08
4881600,1.165984e-08,1.441351e-08,1.413112e-08,1.304167e-08
4885200,1.200611e-08,1.441351e-08,1.413112e-08,1.304167e-08
4888800,1.245409e-08,1.441351e-08,1.413112e-08,1.304167e-08
4892400,1.223329e-08,1.441351e-08,1.413112e-08,1.304167e-08
4896000,1.291361e-08,1.441351e-08,1.413112e-08,1.304167e-08
4899600,1.433191e-08,1.441351e-08,1.413112e-08,1.304167e-08
4903200,1.540198e-08,1.441351e-08,1.413112e-08,1.304167e-08
4906800,1.575672e-08,1.441351e-08,1.413112e-08,1.304167e-08
4910400,1.569607e-08,1.441351e-08,1.413112e-08,1.304167e-08
4914000,1.512923e-08,1.441351e-08,1.413112e-08,1.304167e-08
4917600,1.468388e-08,1.441351e-08,1.413112e-08,1.304167e-08
4921200,1.606594e-08,1.441351e-08,1.413112e-08,1.304167e-08
4924800,1.394493e-08,1.657558e-08,1.413112e-08,1.304167e-08
4928400,1.485938e-08,1.657558e-08,1.413112e-08,1.304167e-08
4932000,1.602652e-08,1.657558e-08,1.413112e-08,1.304167e-08
4935600,1.649071e-08,1.657558e-08,1.413112e-08,1.304167e-08
4939200,1.691765e-08,1.657558e-08,1.413112e-08,1.304167e-08
4942800,1.754466e-08,1.657558e-08,1.413112e-08,1.304167e-08
4946400,1.830891e-08,1.657558e-08,1.413112e-08,1.304167e-08
4950000,1.889091e-08,1.657558e-08,1.413112e-08,1.304167e-08
4953600,1.905874e-08,1.657558e-08,1.413112e-08,1.304167e-08
4957200,1.851155e-08,1.657558e-08,1.413112e-08,1.304167e-08
4960800,1.817769e-08,1.657558e-08,1.413112e-08,1.304167e-08
4964400,1.759287e-08,1.657558e-08,1.413112e-08,1.304167e-08
4968000,1.694219e-08,1.657558e-08,1.413112e-08,1.304167e-08
4971600,1.549985e-08,1.657558e-08,1.413112e-08,1.304167e-08
4975200,1.446996e-08,1.657558e-08,1.413112e-08,1.304167e-08
4978800,1.547365e-08,1.657558e-08,1.413112e-08,1.304167e-08
4982400,1.608618e-08,1.657558e-08,1.413112e-08,1.304167e-08
4986000,1.614922e-08,1.657558e-08,1.413112e-08,1.304167e-08
4989600,1.639672e-08,1.657558e-08,1.413112e-08,1.304167e-08
4993200,1.663119e-08,1.657558e-08,1.413112e-08,1.304167e-08
4996800,1.675962e-08,1.657558e-08,1.413112e-08,1.304167e-08
5000400,1.608588e-08,1.657558e-08,1.413112e-08,1.304167e-08
